=== New Logging Session ===
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.00, 0.02 | Gyro: 0.2, 0.1, 0.0 || MPU2 Acc: -0.01, -0.03, -0.01 | Gyro: 0.5, 0.4, 0.4 || Time: 12031 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.17, -0.10, -0.27 | Gyro: 33.4, -7.6, -47.0 || MPU2 Acc: 1.32, -0.57, -0.30 | Gyro: 13.3, 22.8, -54.5 || Time: 13158 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.19, 0.11, -0.27 | Gyro: 38.3, -5.6, -46.9 || MPU2 Acc: 1.19, 0.01, 0.01 | Gyro: 10.6, 26.8, -52.6 || Time: 13167 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -1.20, 0.49, -0.19 | Gyro: 41.9, -4.2, -42.6 || MPU2 Acc: 0.94, -1.07, -0.05 | Gyro: 9.5, 31.7, -50.0 || Time: 13177 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -2.26, 1.06, -0.01 | Gyro: 43.6, -7.0, -41.2 || MPU2 Acc: 0.23, -1.50, 0.15 | Gyro: 10.5, 34.1, -46.1 || Time: 13187 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -2.16, 1.58, 0.08 | Gyro: 44.2, -9.6, -32.7 || MPU2 Acc: -0.11, -1.27, 0.24 | Gyro: 11.8, 36.9, -43.4 || Time: 13197 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -1.96, 1.58, 0.19 | Gyro: 44.1, -11.9, -24.9 || MPU2 Acc: -0.31, -1.18, 0.28 | Gyro: 13.8, 37.3, -39.3 || Time: 13207 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.88, 1.63, 0.09 | Gyro: 44.3, -13.5, -22.9 || MPU2 Acc: -0.40, -0.70, 0.29 | Gyro: 14.3, 38.6, -36.1 || Time: 13217 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.31, 1.86, -0.02 | Gyro: 44.1, -13.4, -21.7 || MPU2 Acc: -0.75, -0.17, 0.16 | Gyro: 12.9, 39.3, -33.3 || Time: 13228 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.25, 2.09, -0.27 | Gyro: 43.3, -12.7, -19.0 || MPU2 Acc: -0.90, 0.09, 0.03 | Gyro: 11.8, 39.3, -30.2 || Time: 13238 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.37, 2.52, -0.46 | Gyro: 41.6, -11.7, -14.0 || MPU2 Acc: -1.10, 0.23, 0.18 | Gyro: 10.2, 38.7, -25.4 || Time: 13248 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 0.17, 3.19, -0.68 | Gyro: 36.6, -10.0, -9.2 || MPU2 Acc: -1.51, 0.46, -0.01 | Gyro: 7.9, 35.7, -17.7 || Time: 13260 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 0.53, 3.44, -0.85 | Gyro: 31.7, -8.5, -5.8 || MPU2 Acc: -1.91, 0.67, 0.12 | Gyro: 5.1, 31.4, -11.6 || Time: 13270 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.92, 3.73, -0.97 | Gyro: 24.6, -6.6, -3.2 || MPU2 Acc: -2.40, 1.00, -0.05 | Gyro: 3.0, 25.7, -5.4 || Time: 13280 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.19, 3.80, -1.01 | Gyro: 16.7, -2.5, 2.5 || MPU2 Acc: -2.72, 1.23, 0.11 | Gyro: 0.7, 17.8, 0.3 || Time: 13291 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.86, 4.24, -1.27 | Gyro: 7.3, -0.8, 8.9 || MPU2 Acc: -2.69, 1.22, -0.30 | Gyro: -2.8, 8.8, 7.2 || Time: 13301 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.75, 4.29, -1.27 | Gyro: -1.3, 2.7, 16.1 || MPU2 Acc: -2.84, 1.50, -0.10 | Gyro: -5.4, 1.2, 14.6 || Time: 13311 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 1.29, 4.40, -1.23 | Gyro: -11.5, 5.7, 22.8 || MPU2 Acc: -2.75, 1.68, -0.13 | Gyro: -9.0, -7.4, 22.9 || Time: 13321 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 1.15, 4.30, -1.22 | Gyro: -19.4, 10.1, 29.8 || MPU2 Acc: -2.68, 1.81, 0.01 | Gyro: -13.2, -14.0, 30.9 || Time: 13331 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 1.41, 4.28, -1.05 | Gyro: -27.6, 13.6, 35.3 || MPU2 Acc: -2.63, 1.70, -0.04 | Gyro: -17.4, -21.6, 39.0 || Time: 13341 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 1.34, 4.13, -0.74 | Gyro: -35.0, 17.3, 39.6 || MPU2 Acc: -2.54, 1.48, 0.08 | Gyro: -19.8, -27.2, 46.8 || Time: 13351 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 1.33, 3.86, -0.73 | Gyro: -41.1, 20.4, 42.4 || MPU2 Acc: -2.36, 1.51, 0.07 | Gyro: -23.5, -32.6, 54.3 || Time: 13361 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 1.07, 3.65, -0.52 | Gyro: -46.7, 22.9, 45.4 || MPU2 Acc: -2.30, 1.16, 0.11 | Gyro: -26.4, -37.4, 59.5 || Time: 13371 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.64, 3.28, -0.38 | Gyro: -51.0, 25.4, 47.5 || MPU2 Acc: -1.96, 0.84, 0.09 | Gyro: -27.7, -41.0, 66.0 || Time: 13381 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 0.06, 2.97, -0.37 | Gyro: -56.2, 26.3, 51.1 || MPU2 Acc: -1.77, 0.30, 0.12 | Gyro: -29.2, -45.3, 72.6 || Time: 13392 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.36, 2.67, -0.39 | Gyro: -59.9, 25.5, 53.8 || MPU2 Acc: -1.67, -0.00, 0.09 | Gyro: -30.0, -48.1, 76.3 || Time: 13402 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.91, 2.38, -0.54 | Gyro: -63.5, 24.7, 57.6 || MPU2 Acc: -1.43, -0.08, 0.01 | Gyro: -29.5, -50.4, 80.2 || Time: 13412 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -1.75, 2.15, -0.63 | Gyro: -67.5, 25.3, 69.4 || MPU2 Acc: -1.10, -0.02, 0.05 | Gyro: -30.7, -53.2, 85.9 || Time: 13424 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -1.65, 1.86, -0.61 | Gyro: -70.6, 24.9, 78.4 || MPU2 Acc: -0.65, -0.59, 0.05 | Gyro: -30.8, -54.8, 92.3 || Time: 13434 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.99, 1.58, -0.53 | Gyro: -72.0, 24.3, 81.6 || MPU2 Acc: -0.63, -0.76, 0.02 | Gyro: -31.6, -54.7, 95.7 || Time: 13444 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.54, 1.24, -0.50 | Gyro: -73.0, 24.1, 80.4 || MPU2 Acc: -0.62, -0.77, -0.06 | Gyro: -31.4, -54.6, 97.4 || Time: 13455 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.38, 0.95, -0.60 | Gyro: -72.7, 24.8, 78.0 || MPU2 Acc: -0.43, -0.61, -0.12 | Gyro: -32.3, -54.8, 98.1 || Time: 13464 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.55, 0.71, -0.72 | Gyro: -72.2, 26.0, 75.4 || MPU2 Acc: -0.31, -0.75, -0.09 | Gyro: -33.3, -55.4, 97.4 || Time: 13474 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.64, 0.52, -0.73 | Gyro: -72.5, 26.4, 72.5 || MPU2 Acc: -0.14, -1.09, -0.10 | Gyro: -33.1, -56.0, 97.1 || Time: 13486 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -0.35, 0.30, -0.68 | Gyro: -72.9, 25.9, 67.6 || MPU2 Acc: -0.03, -1.21, -0.20 | Gyro: -31.9, -56.9, 96.7 || Time: 13495 ms
Enc Cnt: 10 | Angle: 2.7° || MPU1 Acc: 0.21, 0.03, -0.55 | Gyro: -72.3, 25.0, 58.0 || MPU2 Acc: 0.02, -1.32, -0.02 | Gyro: -31.6, -57.9, 94.2 || Time: 13505 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.90, -0.15, -0.29 | Gyro: -70.4, 23.3, 43.4 || MPU2 Acc: -0.12, -1.40, -0.08 | Gyro: -29.9, -58.5, 89.0 || Time: 13515 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 1.24, -0.16, -0.34 | Gyro: -68.4, 22.5, 26.2 || MPU2 Acc: -0.14, -1.23, -0.11 | Gyro: -28.4, -59.7, 83.7 || Time: 13525 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 1.00, -0.38, -0.57 | Gyro: -66.3, 23.4, 11.7 || MPU2 Acc: -0.17, -0.76, 0.07 | Gyro: -29.0, -60.3, 78.5 || Time: 13535 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -0.30, -0.55, -0.72 | Gyro: -65.4, 25.1, 3.2 || MPU2 Acc: 0.11, -0.66, 0.17 | Gyro: -30.0, -61.8, 74.0 || Time: 13546 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -1.31, -0.67, -0.66 | Gyro: -66.3, 24.2, 1.4 || MPU2 Acc: 0.60, -1.21, 0.06 | Gyro: -28.5, -63.2, 72.5 || Time: 13555 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -1.77, -0.91, -0.59 | Gyro: -67.7, 20.6, 1.7 || MPU2 Acc: 0.87, -1.61, 0.08 | Gyro: -26.2, -63.3, 72.9 || Time: 13565 ms
Enc Cnt: -4 | Angle: -0.8° || MPU1 Acc: -1.85, -1.19, -0.32 | Gyro: -69.5, 15.7, 2.3 || MPU2 Acc: 0.82, -1.66, 0.24 | Gyro: -23.6, -64.7, 72.3 || Time: 13575 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -1.61, -1.47, -0.39 | Gyro: -70.4, 10.5, 2.4 || MPU2 Acc: 0.82, -1.22, 0.12 | Gyro: -19.9, -64.7, 70.8 || Time: 13586 ms
Enc Cnt: -8 | Angle: -1.8° || MPU1 Acc: -1.79, -1.78, -0.54 | Gyro: -70.9, 8.2, 7.1 || MPU2 Acc: 0.99, -0.30, 0.14 | Gyro: -18.3, -63.7, 69.5 || Time: 13595 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -2.09, -2.10, -0.59 | Gyro: -71.8, 8.0, 20.5 || MPU2 Acc: 1.40, 0.60, 0.15 | Gyro: -18.7, -63.0, 68.2 || Time: 13605 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -8.11, -4.93, -5.17 | Gyro: -69.1, 23.0, 21.7 || MPU2 Acc: 2.38, -2.22, -2.94 | Gyro: -18.5, -63.3, 68.7 || Time: 13617 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -2.44, -4.06, 1.22 | Gyro: -68.3, 0.2, 34.4 || MPU2 Acc: 2.93, -0.66, 0.78 | Gyro: -12.8, -53.1, 66.3 || Time: 13626 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.05, -3.55, 1.30 | Gyro: -65.8, -7.6, 33.0 || MPU2 Acc: 2.48, -0.59, 0.37 | Gyro: -6.7, -54.0, 64.3 || Time: 13636 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 2.36, -4.41, 1.45 | Gyro: -55.3, -6.4, 23.3 || MPU2 Acc: 2.50, 0.88, 0.98 | Gyro: -5.9, -43.3, 53.4 || Time: 13648 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 2.04, -4.74, 1.86 | Gyro: -45.8, -2.5, 12.6 || MPU2 Acc: 2.39, 0.45, 1.06 | Gyro: -5.9, -38.9, 42.2 || Time: 13658 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 1.20, -4.93, 1.90 | Gyro: -37.7, -4.4, 2.4 || MPU2 Acc: 2.30, -0.06, 0.85 | Gyro: -1.2, -34.1, 30.9 || Time: 13668 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: 0.26, -4.85, 1.78 | Gyro: -30.5, -7.9, -6.0 || MPU2 Acc: 2.48, -0.42, 1.12 | Gyro: 4.0, -29.4, 19.3 || Time: 13679 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -0.43, -4.91, 1.62 | Gyro: -26.0, -11.9, -10.6 || MPU2 Acc: 2.77, -0.80, 1.09 | Gyro: 8.1, -26.3, 10.3 || Time: 13689 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.66, -4.60, 1.58 | Gyro: -21.8, -17.9, -14.3 || MPU2 Acc: 2.79, -1.14, 0.95 | Gyro: 13.7, -22.8, 3.2 || Time: 13699 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 0.33, -4.99, 1.57 | Gyro: -14.7, -26.1, -19.7 || MPU2 Acc: 3.13, -0.38, 0.81 | Gyro: 19.1, -16.4, -5.7 || Time: 13711 ms
Enc Cnt: -17 | Angle: -4.0° || MPU1 Acc: 2.40, -5.71, 1.58 | Gyro: -2.7, -24.7, -30.2 || MPU2 Acc: 3.73, 0.35, 0.41 | Gyro: 19.3, -8.1, -17.1 || Time: 13721 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 3.77, -7.31, 0.47 | Gyro: 14.6, -21.6, -45.7 || MPU2 Acc: 3.68, 1.42, -0.31 | Gyro: 16.1, -4.2, -31.5 || Time: 13731 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 3.94, -4.41, 1.03 | Gyro: 26.3, -9.0, -67.4 || MPU2 Acc: 3.06, 1.31, 1.14 | Gyro: 12.0, 9.7, -44.7 || Time: 13741 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 1.50, 1.99, -1.03 | Gyro: 28.6, -6.8, -74.4 || MPU2 Acc: -0.44, 0.98, -0.32 | Gyro: 7.7, 17.2, -38.1 || Time: 13751 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -0.06, 1.94, -1.82 | Gyro: 18.0, 1.1, -77.4 || MPU2 Acc: -1.67, 0.21, 0.04 | Gyro: 4.3, 6.6, -28.1 || Time: 13761 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -0.53, 1.04, -0.52 | Gyro: 12.7, 2.4, -75.0 || MPU2 Acc: -3.77, 0.19, 0.09 | Gyro: 1.9, -0.0, -32.1 || Time: 13771 ms
Enc Cnt: -25 | Angle: -6.2° || MPU1 Acc: -0.33, 0.98, -0.44 | Gyro: 10.4, 0.7, -72.7 || MPU2 Acc: -3.29, -0.21, -0.49 | Gyro: 1.3, -7.6, -38.4 || Time: 13781 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: -0.05, 0.83, -0.14 | Gyro: 8.6, 1.2, -71.5 || MPU2 Acc: -2.66, 0.53, 0.43 | Gyro: 1.1, -11.4, -41.2 || Time: 13791 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: -0.06, 0.80, -0.15 | Gyro: 7.5, 4.5, -70.2 || MPU2 Acc: -2.27, 0.20, 0.14 | Gyro: -0.1, -13.8, -43.0 || Time: 13801 ms
Enc Cnt: -29 | Angle: -7.0° || MPU1 Acc: 0.06, 0.51, 0.20 | Gyro: 5.8, 4.3, -69.5 || MPU2 Acc: -2.17, 0.21, 0.39 | Gyro: -2.3, -17.9, -45.2 || Time: 13812 ms
Enc Cnt: -30 | Angle: -7.2° || MPU1 Acc: -0.35, 0.12, 0.62 | Gyro: 6.4, 5.8, -69.3 || MPU2 Acc: -1.83, 0.08, 0.06 | Gyro: -2.8, -17.3, -48.0 || Time: 13822 ms
Enc Cnt: -30 | Angle: -7.5° || MPU1 Acc: -0.40, -0.12, 0.82 | Gyro: 9.4, 5.9, -68.0 || MPU2 Acc: -1.59, 0.09, 0.44 | Gyro: -2.9, -14.4, -50.7 || Time: 13832 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: -1.16, -0.45, 0.74 | Gyro: 10.2, 11.3, -64.7 || MPU2 Acc: -0.94, -0.25, 0.80 | Gyro: -1.8, -9.6, -51.7 || Time: 13844 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: -2.66, -0.10, -0.20 | Gyro: 7.0, 16.9, -57.5 || MPU2 Acc: -0.84, -1.73, 0.42 | Gyro: 3.7, -5.7, -50.9 || Time: 13854 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: -3.51, -0.71, -1.51 | Gyro: 6.3, 12.1, -43.3 || MPU2 Acc: -0.98, -1.56, -0.05 | Gyro: 1.0, -5.4, -51.0 || Time: 13864 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: -3.08, -0.67, -0.71 | Gyro: 0.8, 10.6, -29.0 || MPU2 Acc: -0.20, -1.43, 0.09 | Gyro: 2.0, -4.3, -47.8 || Time: 13875 ms
Enc Cnt: -30 | Angle: -7.5° || MPU1 Acc: -2.61, -0.89, -0.47 | Gyro: 1.1, 5.6, -17.3 || MPU2 Acc: 0.38, -0.97, -0.25 | Gyro: 1.5, -4.5, -44.9 || Time: 13884 ms
Enc Cnt: -28 | Angle: -7.2° || MPU1 Acc: -1.23, -0.41, -0.30 | Gyro: 1.3, 4.8, -9.8 || MPU2 Acc: -0.03, -0.26, -0.24 | Gyro: -1.2, -2.6, -41.4 || Time: 13894 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: -0.28, -0.04, 0.13 | Gyro: 0.6, 3.8, -7.5 || MPU2 Acc: -0.34, -0.12, -0.06 | Gyro: -1.1, -2.6, -37.5 || Time: 13906 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: -0.17, -0.05, -0.05 | Gyro: 0.4, 2.8, -6.7 || MPU2 Acc: -0.84, -0.03, -0.20 | Gyro: 0.2, -2.6, -35.3 || Time: 13915 ms
Enc Cnt: -25 | Angle: -6.2° || MPU1 Acc: -0.23, -0.11, 0.06 | Gyro: 0.4, 2.8, -5.7 || MPU2 Acc: -0.81, -0.10, -0.09 | Gyro: 0.6, -2.8, -34.1 || Time: 13925 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -0.44, -0.15, 0.01 | Gyro: 0.9, 1.1, -1.2 || MPU2 Acc: -0.42, -0.04, -0.36 | Gyro: 0.5, -3.6, -33.4 || Time: 13935 ms
Enc Cnt: -22 | Angle: -5.7° || MPU1 Acc: -0.31, -0.19, 0.06 | Gyro: 0.0, 0.6, -1.1 || MPU2 Acc: -0.50, -0.03, -0.11 | Gyro: 1.7, -4.1, -31.6 || Time: 13945 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -0.03, 0.02, 0.12 | Gyro: 0.0, 0.5, -1.0 || MPU2 Acc: -0.76, -0.00, 0.11 | Gyro: 1.0, -3.3, -30.1 || Time: 13955 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -0.09, -0.08, -0.03 | Gyro: -0.0, 1.2, -0.7 || MPU2 Acc: -0.53, 0.08, 0.24 | Gyro: -0.4, -3.4, -29.1 || Time: 13965 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 0.06, -0.01, 0.05 | Gyro: 0.4, 2.1, -0.8 || MPU2 Acc: -0.49, -0.00, 0.30 | Gyro: -1.4, -4.0, -27.8 || Time: 13975 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -0.19, -0.17, 0.06 | Gyro: 0.1, 3.6, -0.3 || MPU2 Acc: -0.35, 0.16, 0.37 | Gyro: -3.0, -3.3, -26.2 || Time: 13985 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 0.05, -0.08, 0.20 | Gyro: 0.3, 5.8, 0.0 || MPU2 Acc: -0.28, 0.07, 0.44 | Gyro: -5.7, -2.7, -24.9 || Time: 13995 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.01, -0.06, 0.05 | Gyro: 0.7, 7.9, 0.1 || MPU2 Acc: -0.42, 0.02, 0.32 | Gyro: -7.7, -2.0, -23.3 || Time: 14006 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: 0.05, 0.01, 0.05 | Gyro: 0.7, 8.5, 0.4 || MPU2 Acc: -0.58, 0.08, 0.11 | Gyro: -7.7, -2.7, -22.6 || Time: 14016 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -0.01, 0.05, -0.13 | Gyro: 0.5, 8.6, 0.2 || MPU2 Acc: -0.55, -0.06, -0.13 | Gyro: -8.9, -3.4, -23.0 || Time: 14026 ms
Enc Cnt: -13 | Angle: -3.5° || MPU1 Acc: 0.03, -0.01, -0.04 | Gyro: 0.7, 9.0, 0.3 || MPU2 Acc: -0.57, -0.01, -0.13 | Gyro: -8.4, -2.8, -23.7 || Time: 14036 ms
Enc Cnt: -12 | Angle: -3.2° || MPU1 Acc: -0.02, 0.00, -0.12 | Gyro: 0.7, 8.6, -0.1 || MPU2 Acc: -0.56, -0.01, -0.23 | Gyro: -7.2, -2.3, -24.1 || Time: 14046 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.08, -0.01, 0.02 | Gyro: 0.6, 8.0, 0.2 || MPU2 Acc: -0.64, -0.03, -0.11 | Gyro: -7.2, -3.0, -25.0 || Time: 14056 ms
Enc Cnt: -10 | Angle: -2.7° || MPU1 Acc: 0.05, -0.04, -0.09 | Gyro: 0.4, 8.0, 0.3 || MPU2 Acc: -0.46, -0.01, -0.03 | Gyro: -6.8, -1.9, -25.9 || Time: 14067 ms
Enc Cnt: -9 | Angle: -2.5° || MPU1 Acc: -0.03, -0.06, -0.08 | Gyro: 0.5, 8.2, 0.2 || MPU2 Acc: -0.39, -0.00, -0.13 | Gyro: -5.8, -2.4, -26.2 || Time: 14077 ms
Enc Cnt: -8 | Angle: -2.2° || MPU1 Acc: 0.02, -0.03, -0.01 | Gyro: 0.4, 8.4, 0.2 || MPU2 Acc: -0.27, 0.06, -0.16 | Gyro: -6.1, -2.4, -26.4 || Time: 14087 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.02, -0.04, -0.04 | Gyro: 0.1, 8.2, 0.3 || MPU2 Acc: -0.37, 0.02, -0.16 | Gyro: -6.7, -3.2, -27.2 || Time: 14097 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.04, 0.01, -0.11 | Gyro: 0.7, 8.7, 0.0 || MPU2 Acc: -0.36, 0.08, -0.23 | Gyro: -6.1, -4.1, -28.1 || Time: 14107 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.05, -0.03, -0.35 | Gyro: 0.6, 8.5, -0.0 || MPU2 Acc: -0.40, 0.00, -0.30 | Gyro: -5.2, -4.7, -29.6 || Time: 14117 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.06, 0.00, -0.13 | Gyro: 0.4, 8.3, 0.0 || MPU2 Acc: -0.20, 0.05, -0.11 | Gyro: -5.7, -4.5, -30.5 || Time: 14127 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.08, -0.01, -0.08 | Gyro: 0.6, 10.7, 0.0 || MPU2 Acc: 0.08, 0.10, 0.08 | Gyro: -7.0, -3.9, -30.9 || Time: 14147 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 0.07, -0.01, -0.18 | Gyro: 0.5, 11.4, 0.1 || MPU2 Acc: 0.42, 0.06, -0.02 | Gyro: -9.1, -3.6, -29.5 || Time: 14157 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.04, -0.09, -0.36 | Gyro: 0.9, 11.6, 0.1 || MPU2 Acc: 0.31, 0.02, -0.23 | Gyro: -9.9, -3.5, -28.3 || Time: 14167 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -0.01, 0.01, -0.33 | Gyro: 0.9, 11.1, -0.0 || MPU2 Acc: 0.10, -0.00, -0.55 | Gyro: -8.9, -3.7, -28.5 || Time: 14179 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.02, 0.01, -0.35 | Gyro: 0.8, 9.4, 0.2 || MPU2 Acc: 0.02, -0.04, -0.81 | Gyro: -6.4, -3.8, -29.0 || Time: 14188 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.01, -0.02, -0.39 | Gyro: 0.8, 7.8, -0.2 || MPU2 Acc: 0.28, -0.04, -0.66 | Gyro: -5.1, -4.1, -29.9 || Time: 14198 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.06, -0.03, -0.42 | Gyro: 0.5, 6.5, 0.2 || MPU2 Acc: 0.53, -0.04, -0.43 | Gyro: -3.5, -4.0, -29.3 || Time: 14209 ms
Enc Cnt: 7 | Angle: 1.5° || MPU1 Acc: 0.09, -0.03, -0.29 | Gyro: 0.6, 5.6, -0.0 || MPU2 Acc: 0.60, -0.06, -0.42 | Gyro: -2.5, -2.8, -28.2 || Time: 14218 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.08, -0.02, -0.26 | Gyro: 0.3, 4.5, 0.0 || MPU2 Acc: 0.79, -0.02, -0.54 | Gyro: -2.3, -2.2, -27.2 || Time: 14228 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.00, -0.02, -0.41 | Gyro: 0.9, 3.8, -0.1 || MPU2 Acc: 0.76, -0.02, -0.44 | Gyro: -1.8, -0.5, -25.4 || Time: 14240 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.07, -0.04, -0.38 | Gyro: 0.7, 2.8, -0.1 || MPU2 Acc: 0.64, 0.03, -0.39 | Gyro: -0.8, -0.6, -24.6 || Time: 14250 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.15, -0.02, -0.29 | Gyro: 1.1, 2.9, -0.3 || MPU2 Acc: 0.72, 0.04, -0.31 | Gyro: -0.3, -0.8, -24.1 || Time: 14260 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.12, -0.01, -0.27 | Gyro: 1.0, 3.3, -0.3 || MPU2 Acc: 0.87, 0.15, -0.02 | Gyro: -1.7, -0.7, -22.8 || Time: 14270 ms
Enc Cnt: 13 | Angle: 3.0° || MPU1 Acc: 0.06, -0.06, -0.35 | Gyro: 1.4, 4.1, -0.2 || MPU2 Acc: 0.92, 0.07, -0.28 | Gyro: -2.7, -0.3, -22.0 || Time: 14280 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 0.12, -0.02, -0.47 | Gyro: 1.3, 3.9, -0.2 || MPU2 Acc: 0.97, 0.02, -0.36 | Gyro: -2.6, 0.3, -20.2 || Time: 14290 ms
