=== New Logging Session ===
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.00, -0.00, 0.01 | Gyro: 0.1, 0.0, -0.2 || MPU2 Acc: -0.02, -0.02, 0.12 | Gyro: -0.3, 0.0, 0.1 || Time: 12029 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.05, 0.00, -0.00 | Gyro: -0.0, 0.0, -0.0 || MPU2 Acc: -0.00, -0.04, 0.02 | Gyro: 0.1, -0.0, 1.1 || Time: 13162 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.04, -0.06, 0.10 | Gyro: 0.0, -0.0, 0.1 || MPU2 Acc: -0.02, -0.03, 0.01 | Gyro: 0.1, 0.0, 0.8 || Time: 13172 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.05, 0.02, 0.03 | Gyro: 0.1, -0.1, -0.3 || MPU2 Acc: 0.04, -0.03, -0.08 | Gyro: 1.0, 0.2, 1.2 || Time: 13182 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.02, 0.04, 0.04 | Gyro: 0.1, -0.3, -0.1 || MPU2 Acc: -0.05, -0.00, 0.07 | Gyro: -0.0, 0.0, 0.9 || Time: 13192 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.01, -0.01, 0.09 | Gyro: -0.2, -0.3, 0.0 || MPU2 Acc: -0.06, -0.03, -0.04 | Gyro: 0.2, 0.1, 0.9 || Time: 13202 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.03, -0.01, -0.02 | Gyro: -0.0, -0.2, -0.0 || MPU2 Acc: -0.07, 0.02, 0.03 | Gyro: 1.0, -0.1, 1.1 || Time: 13212 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.05, 0.01, 0.05 | Gyro: 0.0, -0.3, -0.0 || MPU2 Acc: 0.00, 0.01, -0.00 | Gyro: 0.0, -0.1, 0.9 || Time: 13222 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.02, 0.01, -0.02 | Gyro: 0.2, -0.4, -0.1 || MPU2 Acc: -0.01, -0.03, 0.04 | Gyro: 0.2, -0.0, 0.9 || Time: 13234 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.00, -0.04, 0.06 | Gyro: -0.2, -0.5, 0.2 || MPU2 Acc: -0.02, 0.00, 0.03 | Gyro: 0.9, 0.2, 1.0 || Time: 13243 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.00, 0.03, 0.05 | Gyro: -0.0, -0.5, 0.0 || MPU2 Acc: 0.02, 0.00, -0.05 | Gyro: 0.2, 0.1, 1.2 || Time: 13253 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.04, 0.00, 0.01 | Gyro: -0.0, -0.6, 0.1 || MPU2 Acc: -0.03, 0.01, 0.01 | Gyro: -0.0, 0.0, 0.9 || Time: 13264 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.03, -0.03, 0.02 | Gyro: -0.0, -0.4, -0.1 || MPU2 Acc: -0.07, 0.02, 0.06 | Gyro: 0.5, 0.0, 1.2 || Time: 13274 ms
Enc Cnt: -2 | Angle: -0.3° || MPU1 Acc: -0.07, -0.03, 0.12 | Gyro: -0.1, -0.3, 0.1 || MPU2 Acc: -0.02, -0.04, 0.03 | Gyro: 0.7, 0.0, 1.3 || Time: 13284 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.04, -0.00, 0.04 | Gyro: 0.4, -0.5, 0.1 || MPU2 Acc: 0.03, 0.03, -0.00 | Gyro: 0.2, 0.0, 1.1 || Time: 13294 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.07, -0.03, 0.12 | Gyro: -0.2, -0.2, -0.1 || MPU2 Acc: -0.03, 0.02, 0.05 | Gyro: 1.0, 0.1, 1.3 || Time: 13304 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.04, -0.05 | Gyro: -0.1, -0.6, 0.1 || MPU2 Acc: -0.08, 0.01, 0.05 | Gyro: 0.5, 0.2, 1.3 || Time: 13314 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.05, 0.02, 0.08 | Gyro: 0.1, -0.5, 0.2 || MPU2 Acc: -0.01, 0.01, 0.07 | Gyro: 0.3, 0.0, 1.0 || Time: 13324 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.08, 0.00, 0.04 | Gyro: 0.5, -0.4, -0.0 || MPU2 Acc: -0.05, -0.02, 0.10 | Gyro: 0.8, 0.4, 1.3 || Time: 13335 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, -0.02, 0.05 | Gyro: 0.1, -0.5, 0.2 || MPU2 Acc: -0.07, -0.02, 0.10 | Gyro: 0.6, 0.1, 1.3 || Time: 13344 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.04, 0.02, 0.03 | Gyro: 0.4, -0.5, 0.0 || MPU2 Acc: 0.03, -0.03, 0.04 | Gyro: 0.6, 0.2, 1.2 || Time: 13354 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.08, 0.00, 0.10 | Gyro: -0.1, -0.6, 0.1 || MPU2 Acc: -0.05, 0.02, -0.01 | Gyro: 1.2, 0.3, 1.5 || Time: 13364 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.01, 0.05, 0.05 | Gyro: 0.1, -0.9, -0.0 || MPU2 Acc: -0.11, -0.04, 0.02 | Gyro: 0.6, 0.3, 1.4 || Time: 13374 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.00, -0.00, 0.03 | Gyro: 0.2, -0.9, -0.1 || MPU2 Acc: -0.08, -0.05, 0.01 | Gyro: 1.3, 0.5, 1.4 || Time: 13384 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.00, -0.01, 0.00 | Gyro: 0.2, -1.0, 0.0 || MPU2 Acc: -0.09, 0.01, 0.01 | Gyro: 1.0, 0.3, 1.5 || Time: 13396 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.05, -0.00, -0.02 | Gyro: 0.0, -1.4, 0.1 || MPU2 Acc: 0.03, -0.02, -0.08 | Gyro: 1.6, 0.8, 1.8 || Time: 13406 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.01, 0.03, 0.04 | Gyro: 0.3, -1.4, -0.1 || MPU2 Acc: -0.07, 0.01, 0.05 | Gyro: 1.1, 0.7, 1.8 || Time: 13416 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.02, 0.05 | Gyro: 0.2, -1.7, -0.1 || MPU2 Acc: -0.02, -0.05, -0.07 | Gyro: 1.5, 0.9, 2.2 || Time: 13426 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.04, 0.04, -0.04 | Gyro: 0.2, -2.0, 0.1 || MPU2 Acc: -0.05, -0.03, 0.06 | Gyro: 2.3, 1.3, 2.4 || Time: 13436 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.01, 0.02, 0.01 | Gyro: 0.1, -2.3, -0.0 || MPU2 Acc: -0.16, -0.02, 0.06 | Gyro: 2.0, 1.3, 2.6 || Time: 13446 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, 0.01, 0.10 | Gyro: 0.4, -1.9, -0.1 || MPU2 Acc: -0.10, -0.03, -0.02 | Gyro: 1.7, 1.4, 2.3 || Time: 13456 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.03, 0.03, 0.03 | Gyro: 0.5, -2.1, -0.3 || MPU2 Acc: -0.14, -0.02, 0.03 | Gyro: 1.8, 1.4, 2.4 || Time: 13468 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, 0.03, 0.05 | Gyro: 0.3, -2.1, -0.0 || MPU2 Acc: -0.13, 0.03, 0.04 | Gyro: 2.1, 1.5, 2.5 || Time: 13478 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, 0.01, 0.09 | Gyro: 0.2, -2.0, -0.0 || MPU2 Acc: -0.05, -0.03, 0.03 | Gyro: 2.7, 1.1, 2.8 || Time: 13488 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, 0.01, -0.03 | Gyro: 0.3, -2.4, 0.0 || MPU2 Acc: -0.18, 0.00, 0.04 | Gyro: 2.9, 1.2, 2.7 || Time: 13499 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.04, 0.05, 0.03 | Gyro: 0.5, -2.2, -0.1 || MPU2 Acc: -0.18, -0.08, 0.08 | Gyro: 2.1, 1.1, 2.3 || Time: 13509 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, 0.03, 0.03 | Gyro: 0.2, -2.5, -0.1 || MPU2 Acc: -0.13, 0.02, 0.07 | Gyro: 3.0, 1.0, 2.5 || Time: 13519 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, -0.04, -0.02 | Gyro: 0.3, -2.5, -0.2 || MPU2 Acc: -0.19, -0.02, 0.02 | Gyro: 2.9, 1.1, 2.7 || Time: 13530 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, -0.03, 0.12 | Gyro: 0.5, -2.5, 0.1 || MPU2 Acc: -0.18, 0.01, 0.09 | Gyro: 2.0, 0.9, 2.3 || Time: 13539 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, -0.05, 0.06 | Gyro: 0.6, -2.5, -0.1 || MPU2 Acc: -0.15, -0.01, 0.13 | Gyro: 2.6, 1.1, 2.7 || Time: 13549 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.06, 0.05, 0.14 | Gyro: 0.7, -2.2, -0.1 || MPU2 Acc: -0.12, -0.06, 0.19 | Gyro: 1.6, 1.1, 2.7 || Time: 13559 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.05, -0.10, 0.08 | Gyro: 0.6, -2.3, 0.1 || MPU2 Acc: -0.14, -0.02, 0.20 | Gyro: 1.5, 1.1, 3.2 || Time: 13570 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.06, 0.01, 0.12 | Gyro: 0.5, -2.2, -0.2 || MPU2 Acc: -0.04, 0.01, 0.13 | Gyro: 1.6, 0.7, 3.1 || Time: 13580 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.06, -0.05, 0.11 | Gyro: 0.4, -2.1, -0.2 || MPU2 Acc: -0.14, -0.04, 0.15 | Gyro: 2.3, 1.1, 3.7 || Time: 13590 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.05, -0.02, 0.17 | Gyro: 0.4, -2.4, -0.1 || MPU2 Acc: -0.11, 0.02, 0.13 | Gyro: 1.2, 1.0, 3.6 || Time: 13601 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.02, -0.01, 0.01 | Gyro: 0.5, -2.0, -0.1 || MPU2 Acc: -0.18, -0.08, 0.15 | Gyro: 1.6, 0.1, 3.5 || Time: 13610 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.01, -0.01, 0.10 | Gyro: 0.4, -2.5, -0.1 || MPU2 Acc: -0.18, -0.02, 0.10 | Gyro: 2.3, 0.1, 4.0 || Time: 13620 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.11, -0.02, 0.18 | Gyro: 0.5, -2.5, -0.1 || MPU2 Acc: -0.10, -0.01, 0.08 | Gyro: 1.2, 0.1, 4.0 || Time: 13630 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.02, 0.03, 0.14 | Gyro: 0.7, -2.8, -0.1 || MPU2 Acc: -0.18, 0.01, 0.09 | Gyro: 1.7, -0.7, 3.9 || Time: 13640 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.05, 0.03, 0.03 | Gyro: 0.3, -3.7, 0.0 || MPU2 Acc: -0.13, -0.05, 0.04 | Gyro: 2.4, -0.4, 4.1 || Time: 13650 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.02, -0.02, 0.02 | Gyro: 0.9, -4.1, -0.0 || MPU2 Acc: -0.20, -0.03, 0.08 | Gyro: 1.7, 0.3, 3.8 || Time: 13660 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.02, 0.06, 0.15 | Gyro: 0.6, -4.0, -0.3 || MPU2 Acc: -0.23, -0.02, 0.11 | Gyro: 2.5, 0.5, 3.6 || Time: 13670 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.13, 0.10, -0.07 | Gyro: 0.9, -4.1, -1.5 || MPU2 Acc: -0.31, -0.40, 0.03 | Gyro: 1.5, 0.5, 3.3 || Time: 13680 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.07, -0.03, 0.16 | Gyro: 1.2, -4.5, -1.8 || MPU2 Acc: -0.40, 0.09, 0.30 | Gyro: 1.1, 1.8, 2.3 || Time: 13690 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.04, 0.21, 0.27 | Gyro: 0.9, -3.0, -2.7 || MPU2 Acc: -0.22, -0.59, 0.60 | Gyro: 1.5, 2.6, 2.1 || Time: 13702 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.28, -0.11, 0.74 | Gyro: 1.1, -4.3, -3.7 || MPU2 Acc: -0.29, 0.36, -0.13 | Gyro: 1.4, 3.3, 1.1 || Time: 13712 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -0.11, 0.06, -0.05 | Gyro: 0.9, -4.0, -3.4 || MPU2 Acc: -0.44, -0.34, -0.24 | Gyro: 1.5, 1.6, 0.2 || Time: 13722 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -0.40, 0.02, 0.14 | Gyro: 1.5, -4.3, -5.0 || MPU2 Acc: -0.69, -0.34, 0.22 | Gyro: 2.1, 3.0, -2.0 || Time: 13733 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -0.18, 0.01, 0.15 | Gyro: 2.4, -5.0, -6.3 || MPU2 Acc: -0.55, -0.41, -0.26 | Gyro: 3.5, 3.8, -3.9 || Time: 13743 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -0.07, 0.04, 0.14 | Gyro: 2.7, -7.1, -7.3 || MPU2 Acc: -0.64, -0.48, -0.25 | Gyro: 4.0, 3.8, -6.3 || Time: 13753 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -0.31, 0.09, 0.08 | Gyro: 3.1, -9.1, -9.1 || MPU2 Acc: -0.80, -0.51, -0.29 | Gyro: 6.0, 4.0, -9.0 || Time: 13763 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -0.59, -0.03, -0.10 | Gyro: 3.1, -11.7, -8.1 || MPU2 Acc: -0.43, -0.92, -0.53 | Gyro: 8.6, 4.2, -12.0 || Time: 13773 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -1.47, 0.57, 0.18 | Gyro: 1.8, -11.8, -12.4 || MPU2 Acc: -1.05, -2.98, 0.73 | Gyro: 13.5, 1.7, -14.3 || Time: 13783 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -1.39, 0.00, -0.34 | Gyro: 2.6, -18.4, -28.6 || MPU2 Acc: -0.96, -2.97, -1.26 | Gyro: 18.7, -1.7, -19.0 || Time: 13793 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.74, 0.49, -0.16 | Gyro: 6.2, -20.1, -38.7 || MPU2 Acc: -1.28, -2.52, 0.03 | Gyro: 23.0, -0.1, -26.6 || Time: 13803 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -3.16, -2.31, -0.34 | Gyro: 10.1, -20.3, -34.5 || MPU2 Acc: 0.86, -2.67, 0.16 | Gyro: 27.2, 3.5, -38.5 || Time: 13813 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -3.18, -1.79, -0.50 | Gyro: 16.7, -25.8, -41.2 || MPU2 Acc: 1.30, -3.13, -0.84 | Gyro: 28.1, 8.7, -44.1 || Time: 13823 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -1.60, -0.74, -0.69 | Gyro: 16.6, -34.1, -47.3 || MPU2 Acc: 0.42, -4.32, -0.96 | Gyro: 37.6, 10.2, -49.4 || Time: 13834 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -1.43, -1.09, -0.99 | Gyro: 17.8, -38.3, -54.3 || MPU2 Acc: 0.14, -2.46, -1.13 | Gyro: 41.5, 11.0, -54.3 || Time: 13844 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -2.38, -1.20, -1.18 | Gyro: 22.1, -34.2, -49.9 || MPU2 Acc: 0.89, -2.69, -0.52 | Gyro: 40.1, 14.4, -60.6 || Time: 13854 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -2.01, -0.80, -0.94 | Gyro: 26.8, -32.4, -52.0 || MPU2 Acc: 0.31, -1.92, -0.19 | Gyro: 38.7, 18.4, -63.1 || Time: 13866 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -1.56, -0.27, -1.20 | Gyro: 29.8, -32.6, -56.0 || MPU2 Acc: 0.41, -2.08, -0.86 | Gyro: 37.4, 22.8, -64.6 || Time: 13875 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -1.61, 0.04, -1.01 | Gyro: 32.7, -30.5, -56.9 || MPU2 Acc: -0.26, -1.27, -0.60 | Gyro: 34.8, 23.4, -65.5 || Time: 13885 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -1.13, 1.01, -1.56 | Gyro: 32.9, -28.3, -56.3 || MPU2 Acc: -1.09, -1.35, -0.87 | Gyro: 32.5, 24.3, -65.8 || Time: 13895 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.81, 2.30, -1.70 | Gyro: 28.5, -26.7, -57.0 || MPU2 Acc: -2.17, -1.25, -1.03 | Gyro: 32.1, 19.8, -64.3 || Time: 13905 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.27, 3.69, -2.39 | Gyro: 20.3, -25.6, -57.3 || MPU2 Acc: -3.53, -1.17, -1.35 | Gyro: 30.8, 11.9, -60.9 || Time: 13915 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.99, 5.16, -2.69 | Gyro: 6.5, -22.7, -60.5 || MPU2 Acc: -4.91, -0.85, -1.83 | Gyro: 29.0, -2.6, -56.0 || Time: 13926 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.75, 5.97, -3.88 | Gyro: -5.3, -16.6, -49.7 || MPU2 Acc: -5.40, 0.33, -1.86 | Gyro: 24.7, -13.3, -50.7 || Time: 13935 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.66, 7.64, -4.31 | Gyro: -19.2, -7.6, -38.9 || MPU2 Acc: -5.93, 0.96, -2.21 | Gyro: 14.9, -26.1, -39.2 || Time: 13945 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 1.67, 7.45, -3.65 | Gyro: -35.6, 2.4, -27.7 || MPU2 Acc: -5.89, 1.79, -2.02 | Gyro: 5.1, -41.3, -23.0 || Time: 13957 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 2.12, 7.32, -2.88 | Gyro: -46.3, 10.1, -18.9 || MPU2 Acc: -6.20, 1.86, -1.87 | Gyro: -1.1, -49.8, -12.4 || Time: 13966 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 3.32, 7.59, -2.37 | Gyro: -55.1, 16.7, -16.7 || MPU2 Acc: -6.71, 2.10, -1.90 | Gyro: -8.2, -58.8, -3.2 || Time: 13976 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 2.94, 7.23, -1.52 | Gyro: -63.9, 23.9, -10.2 || MPU2 Acc: -6.42, 2.47, -1.62 | Gyro: -15.4, -66.6, 7.2 || Time: 13988 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 2.78, 7.26, -0.89 | Gyro: -67.0, 28.4, -4.5 || MPU2 Acc: -6.05, 2.51, -1.55 | Gyro: -20.7, -68.8, 16.1 || Time: 13998 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 2.21, 7.11, -0.30 | Gyro: -69.0, 31.5, 4.6 || MPU2 Acc: -5.73, 2.39, -1.32 | Gyro: -24.5, -69.7, 26.8 || Time: 14008 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 1.60, 6.76, 0.30 | Gyro: -68.2, 34.2, 15.2 || MPU2 Acc: -5.15, 2.08, -1.09 | Gyro: -29.3, -67.4, 38.7 || Time: 14019 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 1.11, 6.37, 0.78 | Gyro: -66.3, 34.9, 25.2 || MPU2 Acc: -4.82, 1.79, -0.90 | Gyro: -32.1, -63.5, 49.4 || Time: 14028 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.79, 5.84, 1.34 | Gyro: -63.4, 34.8, 35.4 || MPU2 Acc: -4.44, 1.39, -0.40 | Gyro: -34.7, -58.0, 59.4 || Time: 14038 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.33, 5.31, 1.55 | Gyro: -59.5, 33.8, 44.6 || MPU2 Acc: -4.20, 1.03, -0.03 | Gyro: -35.4, -52.0, 69.2 || Time: 14048 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -0.10, 4.77, 1.82 | Gyro: -55.1, 31.9, 52.8 || MPU2 Acc: -3.72, 0.44, 0.13 | Gyro: -35.7, -44.9, 78.8 || Time: 14058 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -0.55, 4.25, 1.78 | Gyro: -50.6, 29.8, 59.5 || MPU2 Acc: -3.28, 0.13, 0.33 | Gyro: -36.2, -38.6, 85.7 || Time: 14068 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -1.12, 3.63, 1.64 | Gyro: -46.5, 26.7, 66.2 || MPU2 Acc: -2.84, -0.25, 0.27 | Gyro: -35.0, -31.6, 92.8 || Time: 14078 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -1.42, 3.01, 1.39 | Gyro: -41.1, 24.1, 73.3 || MPU2 Acc: -2.39, -0.58, 0.36 | Gyro: -35.0, -24.4, 100.2 || Time: 14089 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -1.50, 2.40, 1.13 | Gyro: -37.1, 22.4, 78.6 || MPU2 Acc: -2.01, -0.75, 0.27 | Gyro: -36.5, -18.5, 103.9 || Time: 14099 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -2.54, 1.29, 1.68 | Gyro: -30.0, 22.5, 83.7 || MPU2 Acc: -1.33, -0.81, 0.51 | Gyro: -37.9, -12.7, 107.8 || Time: 14109 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -1.74, 1.33, 0.77 | Gyro: -27.0, 25.5, 90.3 || MPU2 Acc: -1.03, -0.77, 0.73 | Gyro: -41.3, -6.6, 111.6 || Time: 14121 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -1.98, 0.55, 0.48 | Gyro: -24.7, 27.4, 94.5 || MPU2 Acc: -0.46, -1.03, 0.14 | Gyro: -45.9, -2.6, 114.9 || Time: 14131 ms
Enc Cnt: -14 | Angle: -3.2° || MPU1 Acc: -1.85, 0.16, 0.47 | Gyro: -21.9, 30.0, 96.2 || MPU2 Acc: -0.63, -1.17, 0.69 | Gyro: -48.4, -1.4, 115.7 || Time: 14141 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -1.65, -0.76, 0.27 | Gyro: -21.5, 33.0, 95.3 || MPU2 Acc: -0.36, -1.54, 0.87 | Gyro: -52.3, -1.3, 114.2 || Time: 14162 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -1.29, -1.07, 0.40 | Gyro: -23.0, 33.7, 92.0 || MPU2 Acc: -0.11, -1.35, 0.88 | Gyro: -51.8, -3.9, 111.4 || Time: 14171 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -1.38, -1.51, 0.81 | Gyro: -24.8, 32.1, 86.6 || MPU2 Acc: -0.25, -1.45, 1.04 | Gyro: -49.8, -7.5, 108.6 || Time: 14181 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -2.29, -2.45, 0.22 | Gyro: -27.3, 28.2, 79.4 || MPU2 Acc: 0.45, -1.29, -0.10 | Gyro: -48.0, -11.3, 103.7 || Time: 14192 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -1.51, -2.29, 1.24 | Gyro: -33.0, 27.1, 73.8 || MPU2 Acc: 0.54, -1.51, 1.11 | Gyro: -42.0, -16.2, 100.1 || Time: 14202 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -1.36, -2.74, 1.00 | Gyro: -36.2, 21.5, 67.8 || MPU2 Acc: 0.88, -1.61, 1.18 | Gyro: -36.5, -20.4, 96.0 || Time: 14212 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -1.85, -3.47, 0.95 | Gyro: -40.4, 16.1, 61.9 || MPU2 Acc: 1.51, -1.59, 1.31 | Gyro: -30.2, -25.6, 90.3 || Time: 14224 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -1.57, -3.50, 1.66 | Gyro: -43.5, 13.7, 57.2 || MPU2 Acc: 2.00, -2.15, 2.09 | Gyro: -25.6, -28.7, 87.4 || Time: 14233 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -1.71, -5.30, 0.76 | Gyro: -47.5, 7.0, 59.3 || MPU2 Acc: 3.17, -1.24, 1.20 | Gyro: -19.6, -34.0, 81.4 || Time: 14243 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -1.71, -6.65, 0.96 | Gyro: -50.1, 2.4, 58.9 || MPU2 Acc: 3.88, -0.64, 1.14 | Gyro: -13.2, -37.0, 75.4 || Time: 14253 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -0.25, -7.73, 1.05 | Gyro: -50.2, -1.0, 57.3 || MPU2 Acc: 4.75, -0.22, 1.14 | Gyro: -8.1, -38.2, 66.6 || Time: 14263 ms
Enc Cnt: -25 | Angle: -6.2° || MPU1 Acc: -4.98, -8.75, 0.68 | Gyro: -26.2, 0.5, 13.8 || MPU2 Acc: 5.54, 0.37, 2.57 | Gyro: -0.7, -36.6, 48.6 || Time: 14273 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: 3.88, -10.36, 5.69 | Gyro: -34.4, -10.3, -1.8 || MPU2 Acc: 6.84, -0.31, 2.09 | Gyro: 11.1, -34.8, 23.8 || Time: 14284 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: 2.43, -10.94, 2.12 | Gyro: -26.7, -15.0, -18.8 || MPU2 Acc: 6.95, 0.66, 1.29 | Gyro: 17.6, -31.1, 10.0 || Time: 14294 ms
