=== New Logging Session ===
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.00, 0.01, 0.03 | Gyro: -0.1, -0.1, 0.1 || MPU2 Acc: 0.03, 0.04, 0.07 | Gyro: 0.1, -0.3, 0.0 || Time: 12042 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.05, 0.04, -0.22 | Gyro: -0.0, 8.7, 0.1 || MPU2 Acc: 0.10, -0.11, -0.24 | Gyro: -7.1, -2.1, 1.5 || Time: 13203 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.02, 0.05, -0.21 | Gyro: -0.1, 8.8, 0.3 || MPU2 Acc: -0.22, 0.02, -0.24 | Gyro: -7.7, -2.2, 1.6 || Time: 13213 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.03, 0.04, -0.21 | Gyro: -0.1, 8.2, 0.5 || MPU2 Acc: -0.03, -0.03, -0.30 | Gyro: -7.6, -2.8, 0.5 || Time: 13223 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.01, -0.01, -0.31 | Gyro: 0.0, 8.5, 0.3 || MPU2 Acc: 0.11, -0.02, -0.27 | Gyro: -7.3, -2.8, 0.6 || Time: 13234 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.05, 0.04, -0.27 | Gyro: -0.2, 8.0, 0.4 || MPU2 Acc: -0.03, -0.04, -0.34 | Gyro: -7.6, -2.4, 1.1 || Time: 13244 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.07, -0.01, -0.30 | Gyro: -0.5, 7.8, 0.3 || MPU2 Acc: -0.04, 0.03, -0.38 | Gyro: -7.3, -3.0, 0.7 || Time: 13254 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.05, 0.08, -0.24 | Gyro: -0.1, 8.0, 0.3 || MPU2 Acc: 0.02, -0.08, -0.33 | Gyro: -6.9, -3.2, 0.9 || Time: 13264 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.06, 0.12, -0.30 | Gyro: -0.2, 7.4, 0.4 || MPU2 Acc: -0.02, -0.04, -0.33 | Gyro: -7.1, -2.6, 1.0 || Time: 13274 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.04, 0.02, -0.29 | Gyro: 0.3, 7.2, 0.3 || MPU2 Acc: -0.05, -0.07, -0.49 | Gyro: -7.1, -2.7, -0.0 || Time: 13284 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.02, 0.01, -0.31 | Gyro: -0.1, 5.9, 0.4 || MPU2 Acc: -0.07, -0.16, -0.47 | Gyro: -5.2, -2.6, -0.4 || Time: 13294 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.01, 0.01, -0.42 | Gyro: 0.2, 4.9, 0.2 || MPU2 Acc: 0.05, -0.19, -0.47 | Gyro: -4.3, -2.6, -0.1 || Time: 13305 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.08, 0.02, -0.30 | Gyro: -0.1, 4.2, 0.2 || MPU2 Acc: 0.22, -0.03, -0.39 | Gyro: -4.0, -2.3, -0.0 || Time: 13314 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.10, -0.01, -0.37 | Gyro: -0.1, 4.0, 0.1 || MPU2 Acc: 0.15, -0.11, -0.36 | Gyro: -3.2, -1.5, 1.0 || Time: 13324 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.04, 0.02, -0.37 | Gyro: -0.1, 3.6, 0.1 || MPU2 Acc: 0.17, -0.10, -0.38 | Gyro: -3.4, -0.4, 2.0 || Time: 13336 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.06, 0.07, -0.22 | Gyro: 0.2, 3.5, -0.0 || MPU2 Acc: 0.16, -0.03, -0.41 | Gyro: -4.0, 0.0, 2.5 || Time: 13346 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.00, -0.00, -0.40 | Gyro: 0.2, 2.3, 0.1 || MPU2 Acc: 0.07, -0.12, -0.40 | Gyro: -3.5, 0.9, 2.9 || Time: 13356 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.07, -0.04, -0.39 | Gyro: 0.3, 1.7, -0.0 || MPU2 Acc: -0.05, -0.05, -0.55 | Gyro: -2.5, 0.8, 2.5 || Time: 13367 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.02, -0.03, -0.34 | Gyro: -0.4, 1.7, 0.1 || MPU2 Acc: -0.12, -0.03, -0.42 | Gyro: -2.7, -0.0, 2.4 || Time: 13377 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.05, 0.01, -0.40 | Gyro: 0.3, 1.7, 0.0 || MPU2 Acc: 0.01, -0.09, -0.39 | Gyro: -2.2, -0.1, 2.5 || Time: 13387 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.05, 0.05, -0.43 | Gyro: -0.0, 1.2, -0.1 || MPU2 Acc: 0.05, -0.07, -0.39 | Gyro: -1.8, 0.3, 3.0 || Time: 13397 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.02, 0.01, -0.39 | Gyro: 0.1, 1.3, -0.0 || MPU2 Acc: 0.04, -0.10, -0.40 | Gyro: -3.1, 0.0, 3.0 || Time: 13407 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.07, 0.11, -0.38 | Gyro: 0.1, 0.7, -0.2 || MPU2 Acc: 0.03, -0.18, -0.44 | Gyro: -2.2, 0.9, 3.5 || Time: 13417 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.03, -0.02, -0.46 | Gyro: 0.4, -0.3, -0.2 || MPU2 Acc: -0.03, -0.08, -0.58 | Gyro: -1.9, 1.6, 3.5 || Time: 13427 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.06, 0.07, -0.43 | Gyro: 0.2, -0.6, -0.1 || MPU2 Acc: 0.07, -0.15, -0.47 | Gyro: -2.0, 1.8, 3.5 || Time: 13438 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.06, 0.01, -0.34 | Gyro: 0.0, -0.8, -0.1 || MPU2 Acc: -0.02, -0.09, -0.46 | Gyro: -0.4, 1.8, 4.2 || Time: 13447 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.03, 0.04, -0.40 | Gyro: 0.2, -1.1, -0.1 || MPU2 Acc: -0.03, -0.07, -0.34 | Gyro: -1.4, 2.1, 4.1 || Time: 13457 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.09, 0.05, -0.38 | Gyro: 0.4, -1.3, -0.2 || MPU2 Acc: -0.13, -0.10, -0.53 | Gyro: -0.7, 2.1, 4.2 || Time: 13467 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 0.07, 0.03, -0.42 | Gyro: 0.1, -1.5, -0.1 || MPU2 Acc: -0.05, -0.11, -0.44 | Gyro: -0.4, 2.0, 4.6 || Time: 13477 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 0.08, 0.07, -0.28 | Gyro: 0.0, -2.2, -0.2 || MPU2 Acc: -0.22, -0.12, -0.57 | Gyro: -0.8, 2.3, 3.9 || Time: 13487 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 0.00, 0.00, -0.37 | Gyro: 0.7, -2.2, -0.4 || MPU2 Acc: -0.12, -0.04, -0.52 | Gyro: 0.3, 2.2, 3.9 || Time: 13498 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 0.04, 0.07, -0.36 | Gyro: 0.3, -2.8, -0.3 || MPU2 Acc: -0.10, -0.09, -0.49 | Gyro: 0.2, 1.9, 3.2 || Time: 13508 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 0.04, 0.04, -0.42 | Gyro: 0.4, -3.1, -0.3 || MPU2 Acc: -0.09, -0.12, -0.51 | Gyro: 1.5, 2.0, 3.4 || Time: 13518 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 0.09, 0.08, -0.33 | Gyro: 0.2, -3.8, -0.0 || MPU2 Acc: -0.16, -0.10, -0.57 | Gyro: 1.5, 1.8, 3.5 || Time: 13528 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 0.05, -0.00, -0.35 | Gyro: 0.3, -3.6, -0.3 || MPU2 Acc: -0.12, -0.09, -0.45 | Gyro: 1.3, 1.9, 3.1 || Time: 13538 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.07, -0.00, -0.38 | Gyro: 0.3, -3.8, -0.2 || MPU2 Acc: -0.19, -0.06, -0.47 | Gyro: 2.4, 1.2, 3.1 || Time: 13548 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.04, 0.06, -0.39 | Gyro: 0.2, -4.1, -0.3 || MPU2 Acc: -0.12, -0.11, -0.51 | Gyro: 1.8, 1.7, 2.9 || Time: 13558 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.07, -0.02, -0.35 | Gyro: 0.3, -4.6, -0.3 || MPU2 Acc: -0.19, -0.11, -0.43 | Gyro: 1.8, 1.6, 2.5 || Time: 13569 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.04, 0.03, -0.38 | Gyro: 0.5, -4.6, -0.7 || MPU2 Acc: -0.10, -0.12, -0.43 | Gyro: 3.1, 1.5, 2.7 || Time: 13578 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.02, 0.06, -0.30 | Gyro: 0.4, -5.0, -0.3 || MPU2 Acc: -0.13, -0.14, -0.37 | Gyro: 2.5, 1.3, 2.6 || Time: 13588 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.07, 0.06, -0.30 | Gyro: 0.2, -5.3, -0.3 || MPU2 Acc: -0.18, -0.09, -0.37 | Gyro: 3.2, 1.4, 2.7 || Time: 13598 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.06, -0.02, -0.28 | Gyro: 0.2, -5.6, -0.2 || MPU2 Acc: -0.08, -0.05, -0.39 | Gyro: 4.0, 1.4, 3.2 || Time: 13608 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.03, 0.03, -0.31 | Gyro: 0.2, -5.9, -0.3 || MPU2 Acc: -0.17, -0.11, -0.37 | Gyro: 3.0, 1.3, 3.0 || Time: 13618 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.08, 0.03, -0.22 | Gyro: 0.1, -6.1, -0.3 || MPU2 Acc: -0.14, -0.14, -0.38 | Gyro: 3.6, 1.0, 2.8 || Time: 13629 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.03, -0.02, -0.20 | Gyro: 0.2, -6.5, -0.4 || MPU2 Acc: -0.06, -0.03, -0.31 | Gyro: 4.3, 1.7, 3.3 || Time: 13639 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.05, -0.00, -0.26 | Gyro: 0.1, -6.6, -0.4 || MPU2 Acc: -0.10, -0.08, -0.28 | Gyro: 3.6, 1.6, 3.7 || Time: 13649 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -0.01, 0.05, -0.23 | Gyro: 0.2, -6.7, -0.6 || MPU2 Acc: -0.15, -0.07, -0.34 | Gyro: 3.1, 1.8, 3.9 || Time: 13659 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.03, -0.00, -0.42 | Gyro: 0.2, -6.9, -0.5 || MPU2 Acc: -0.40, -0.19, -0.44 | Gyro: 3.5, 1.8, 4.3 || Time: 13669 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.03, 0.06, -0.19 | Gyro: 0.2, -6.5, -0.5 || MPU2 Acc: -0.10, -0.08, -0.24 | Gyro: 3.3, 1.5, 4.3 || Time: 13679 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.04, 0.02, -0.23 | Gyro: 0.4, -6.7, -0.5 || MPU2 Acc: -0.27, -0.14, -0.38 | Gyro: 3.7, 1.7, 4.4 || Time: 13689 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.02, 0.02, -0.28 | Gyro: 0.1, -7.0, -0.2 || MPU2 Acc: -0.27, -0.06, -0.37 | Gyro: 4.4, 2.0, 4.5 || Time: 13700 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.03, 0.00, -0.19 | Gyro: 0.2, -7.1, -0.5 || MPU2 Acc: -0.21, -0.08, -0.30 | Gyro: 3.9, 2.3, 4.3 || Time: 13709 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.03, 0.01, -0.20 | Gyro: 0.3, -7.4, -0.2 || MPU2 Acc: -0.14, -0.15, -0.22 | Gyro: 5.0, 2.3, 4.2 || Time: 13719 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -0.01, 0.06, -0.12 | Gyro: 0.2, -7.7, -0.6 || MPU2 Acc: -0.17, -0.15, -0.33 | Gyro: 5.3, 2.8, 4.6 || Time: 13731 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.01, -0.01, -0.18 | Gyro: 0.6, -7.9, -0.7 || MPU2 Acc: -0.21, -0.13, -0.37 | Gyro: 4.6, 3.3, 4.7 || Time: 13741 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.07, -0.01, -0.15 | Gyro: 0.5, -8.6, -0.5 || MPU2 Acc: -0.27, -0.15, -0.35 | Gyro: 5.2, 3.5, 4.4 || Time: 13751 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.01, 0.03, -0.11 | Gyro: 0.5, -9.1, -0.5 || MPU2 Acc: -0.34, -0.13, -0.37 | Gyro: 6.7, 4.0, 4.3 || Time: 13762 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.01, 0.13, -0.25 | Gyro: 0.9, -9.4, -0.9 || MPU2 Acc: -0.31, -0.18, -0.33 | Gyro: 6.2, 4.0, 3.7 || Time: 13771 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.09, 0.05, 0.27 | Gyro: 0.7, -10.4, -0.6 || MPU2 Acc: -0.39, -0.23, -0.37 | Gyro: 7.9, 4.2, 3.2 || Time: 13781 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.28, -0.15, -0.53 | Gyro: 0.9, -11.0, -0.7 || MPU2 Acc: -0.39, 0.05, -0.60 | Gyro: 8.3, 4.6, 2.7 || Time: 13791 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.18, 0.01, 0.45 | Gyro: 0.8, -11.2, -0.9 || MPU2 Acc: -0.40, -0.20, -0.10 | Gyro: 9.9, 4.4, 2.0 || Time: 13801 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.19, 0.18, -0.63 | Gyro: 0.8, -12.2, -1.1 || MPU2 Acc: -0.56, -0.26, -0.27 | Gyro: 9.6, 4.2, 0.9 || Time: 13811 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.23, -0.28, -0.02 | Gyro: 1.8, -12.3, -1.6 || MPU2 Acc: -0.42, 0.09, -0.75 | Gyro: 10.1, 4.0, -0.7 || Time: 13821 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.12, -0.14, 0.93 | Gyro: 1.4, -12.1, -2.0 || MPU2 Acc: -0.53, -0.19, 0.01 | Gyro: 12.0, 4.0, -1.5 || Time: 13831 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.20, -0.03, 0.35 | Gyro: 2.4, -14.1, -3.9 || MPU2 Acc: -0.23, -0.19, -0.54 | Gyro: 11.0, 4.4, -2.7 || Time: 13841 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.05, 0.04, 0.69 | Gyro: 2.5, -13.2, -4.7 || MPU2 Acc: -0.66, -0.23, 0.38 | Gyro: 11.6, 5.1, -3.8 || Time: 13851 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.05, 0.06, -0.13 | Gyro: 2.9, -14.7, -5.6 || MPU2 Acc: -0.33, -0.17, -0.01 | Gyro: 10.7, 4.8, -5.1 || Time: 13862 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.02, 0.14, -0.23 | Gyro: 3.3, -12.3, -7.5 || MPU2 Acc: -0.65, -0.55, 0.31 | Gyro: 10.0, 3.5, -6.0 || Time: 13872 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.47, 0.01, -0.62 | Gyro: 3.6, -14.2, -11.0 || MPU2 Acc: -0.50, -0.64, -0.79 | Gyro: 9.6, 1.8, -8.0 || Time: 13882 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -0.34, -0.07, -0.73 | Gyro: 3.9, -16.1, -11.5 || MPU2 Acc: -0.35, -0.17, -0.52 | Gyro: 10.4, 2.7, -10.6 || Time: 13894 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -1.39, 2.03, 1.40 | Gyro: 0.5, -14.5, -13.5 || MPU2 Acc: -1.20, -1.86, 2.14 | Gyro: 16.0, 3.5, -9.1 || Time: 13904 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -0.24, 2.42, 1.74 | Gyro: -15.5, -18.9, -23.0 || MPU2 Acc: -2.40, -2.41, 3.04 | Gyro: 26.9, -13.9, -1.5 || Time: 13914 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -2.08, -0.10, 1.70 | Gyro: -21.9, -20.8, -24.8 || MPU2 Acc: -2.21, -0.58, 1.64 | Gyro: 26.9, -21.1, -4.1 || Time: 13925 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -1.08, 0.37, 0.01 | Gyro: -25.3, -20.1, -29.1 || MPU2 Acc: -1.66, -0.98, 0.36 | Gyro: 28.6, -27.2, -7.7 || Time: 13934 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -0.53, -0.22, 0.90 | Gyro: -26.4, -19.8, -28.8 || MPU2 Acc: -1.01, -0.92, 0.17 | Gyro: 29.8, -30.5, -12.6 || Time: 13944 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -0.12, -0.37, 0.24 | Gyro: -22.8, -21.3, -31.8 || MPU2 Acc: -0.15, -0.80, 0.35 | Gyro: 31.5, -28.1, -16.2 || Time: 13955 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -1.58, -0.91, -0.05 | Gyro: -20.7, -19.9, -30.8 || MPU2 Acc: 0.28, -0.46, 0.26 | Gyro: 30.3, -25.8, -19.3 || Time: 13965 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -0.28, -0.37, 0.89 | Gyro: -18.7, -21.9, -31.9 || MPU2 Acc: 0.10, -0.94, -0.28 | Gyro: 28.5, -24.9, -20.5 || Time: 13975 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -0.51, -0.43, 0.82 | Gyro: -17.5, -22.5, -35.3 || MPU2 Acc: -0.05, -0.84, 0.14 | Gyro: 30.0, -22.9, -22.1 || Time: 13987 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -0.76, -0.18, 0.30 | Gyro: -17.3, -22.0, -36.1 || MPU2 Acc: -0.40, -1.12, 0.31 | Gyro: 31.3, -23.4, -24.2 || Time: 13996 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -0.85, -0.11, 0.21 | Gyro: -18.0, -23.7, -38.2 || MPU2 Acc: -0.37, -1.17, 0.25 | Gyro: 33.1, -24.4, -26.1 || Time: 14006 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -1.02, -0.44, 0.62 | Gyro: -17.7, -24.5, -40.5 || MPU2 Acc: 0.06, -0.89, 0.50 | Gyro: 34.8, -23.4, -27.6 || Time: 14018 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.64, -0.40, 0.33 | Gyro: -17.6, -26.1, -42.1 || MPU2 Acc: 0.13, -0.61, 0.19 | Gyro: 33.8, -22.6, -28.0 || Time: 14028 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.65, -0.74, 0.50 | Gyro: -17.2, -25.4, -42.1 || MPU2 Acc: 0.23, -0.66, 0.28 | Gyro: 35.0, -22.3, -28.9 || Time: 14038 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.95, -0.88, 0.72 | Gyro: -16.7, -26.0, -41.9 || MPU2 Acc: 0.63, -0.72, 0.55 | Gyro: 35.8, -22.0, -29.1 || Time: 14048 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.98, -1.07, 1.33 | Gyro: -16.5, -27.8, -42.2 || MPU2 Acc: 0.81, -0.75, 0.55 | Gyro: 36.1, -20.5, -28.7 || Time: 14058 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -1.79, -1.12, 0.65 | Gyro: -18.0, -29.4, -38.6 || MPU2 Acc: 0.68, -0.75, 0.61 | Gyro: 36.6, -20.3, -28.6 || Time: 14068 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -1.63, 0.19, -0.20 | Gyro: -21.2, -30.8, -34.0 || MPU2 Acc: -0.18, -0.94, 0.31 | Gyro: 37.7, -20.6, -26.2 || Time: 14079 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.29, 1.43, -0.66 | Gyro: -30.4, -30.9, -32.5 || MPU2 Acc: -1.27, -0.47, 0.29 | Gyro: 37.6, -26.6, -20.7 || Time: 14088 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 0.79, 2.69, -1.77 | Gyro: -46.0, -27.7, -36.3 || MPU2 Acc: -3.24, -0.50, 0.08 | Gyro: 37.2, -39.9, -16.2 || Time: 14098 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 1.56, 4.07, -2.79 | Gyro: -70.0, -22.8, -41.8 || MPU2 Acc: -4.58, -0.09, -0.64 | Gyro: 37.0, -63.4, -9.5 || Time: 14109 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 1.33, 4.52, -2.83 | Gyro: -90.7, -18.2, -41.3 || MPU2 Acc: -5.02, 0.35, -1.15 | Gyro: 37.0, -85.0, -2.3 || Time: 14119 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 1.51, 4.76, -3.00 | Gyro: -109.4, -13.4, -38.5 || MPU2 Acc: -4.93, 0.74, -1.37 | Gyro: 35.2, -104.6, 4.9 || Time: 14129 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 2.07, 4.44, -2.67 | Gyro: -123.9, -6.8, -35.3 || MPU2 Acc: -4.78, 1.43, -1.64 | Gyro: 32.5, -121.0, 12.6 || Time: 14139 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 2.38, 4.17, -2.07 | Gyro: -133.5, 0.4, -30.3 || MPU2 Acc: -4.10, 1.75, -1.80 | Gyro: 25.4, -131.9, 21.5 || Time: 14150 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 2.26, 3.85, -1.30 | Gyro: -136.5, 5.7, -24.4 || MPU2 Acc: -3.41, 1.90, -1.54 | Gyro: 18.9, -134.3, 30.3 || Time: 14160 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 0.10, 3.25, -0.42 | Gyro: -134.4, 10.6, -11.0 || MPU2 Acc: -2.82, 1.75, -1.10 | Gyro: 14.5, -129.8, 40.1 || Time: 14170 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -1.30, 3.44, 1.23 | Gyro: -113.6, 5.2, 44.5 || MPU2 Acc: -2.50, 0.16, -0.44 | Gyro: 6.7, -100.1, 77.6 || Time: 14205 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -1.27, 3.20, 0.97 | Gyro: -107.0, 3.0, 58.7 || MPU2 Acc: -2.33, 0.23, -0.38 | Gyro: 4.3, -90.3, 86.7 || Time: 14215 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -1.35, 2.99, 0.65 | Gyro: -101.6, 1.5, 74.6 || MPU2 Acc: -2.13, 0.43, -0.61 | Gyro: 2.5, -82.2, 95.9 || Time: 14225 ms
Enc Cnt: -21 | Angle: -5.5° || MPU1 Acc: -1.75, 2.66, 0.34 | Gyro: -95.9, 1.4, 94.4 || MPU2 Acc: -1.87, 0.14, -0.35 | Gyro: -0.8, -72.2, 108.8 || Time: 14237 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -1.45, 2.07, 0.04 | Gyro: -91.3, 1.3, 108.7 || MPU2 Acc: -1.77, -0.22, -0.61 | Gyro: -4.0, -65.2, 116.5 || Time: 14247 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -0.71, 1.27, -0.04 | Gyro: -85.6, 1.1, 114.8 || MPU2 Acc: -1.55, -0.88, -0.83 | Gyro: -6.5, -57.8, 119.5 || Time: 14257 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 0.33, 0.45, 0.54 | Gyro: -78.2, 1.3, 112.4 || MPU2 Acc: -1.55, -0.84, -0.49 | Gyro: -8.0, -51.7, 117.0 || Time: 14268 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 0.38, 0.08, -0.52 | Gyro: -72.2, 3.3, 106.1 || MPU2 Acc: -1.46, -0.74, -0.89 | Gyro: -10.0, -48.5, 112.9 || Time: 14277 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 0.55, -0.13, -0.85 | Gyro: -66.4, 6.3, 100.4 || MPU2 Acc: -0.83, -0.28, -0.91 | Gyro: -13.7, -45.3, 107.1 || Time: 14287 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 0.12, -0.24, -0.99 | Gyro: -62.6, 10.5, 97.3 || MPU2 Acc: -0.74, -0.08, -0.81 | Gyro: -17.5, -44.0, 103.3 || Time: 14298 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -0.40, 0.04, -1.51 | Gyro: -61.8, 14.1, 99.5 || MPU2 Acc: -0.40, 0.07, -0.84 | Gyro: -22.4, -44.3, 104.0 || Time: 14307 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -0.49, -0.22, -1.31 | Gyro: -62.5, 19.0, 103.4 || MPU2 Acc: -0.24, 0.09, -0.72 | Gyro: -26.5, -44.9, 105.8 || Time: 14317 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 0.19, -1.50, -0.71 | Gyro: -61.9, 23.4, 101.3 || MPU2 Acc: 0.53, -0.67, -0.39 | Gyro: -29.6, -44.4, 104.5 || Time: 14329 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 0.95, -2.65, -0.38 | Gyro: -58.5, 25.4, 87.4 || MPU2 Acc: 0.95, -1.13, -0.27 | Gyro: -30.8, -42.5, 97.8 || Time: 14339 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 0.93, -3.65, -0.79 | Gyro: -51.9, 26.2, 67.6 || MPU2 Acc: 1.52, -0.58, -0.97 | Gyro: -33.3, -39.3, 85.6 || Time: 14349 ms
