=== New Logging Session ===
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.02, -0.04, -0.03 | Gyro: 0.1, -0.3, -0.1 || MPU2 Acc: -0.03, -0.02, 0.07 | Gyro: -0.5, -0.1, -0.2 || Time: 12008 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.50, -0.18, -0.47 | Gyro: 0.6, 2.5, 0.2 || MPU2 Acc: 0.82, 0.21, -0.33 | Gyro: -2.7, -2.5, -11.8 || Time: 13136 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.07, -0.05, -0.29 | Gyro: 0.1, 2.9, -0.0 || MPU2 Acc: 0.76, 0.18, -0.29 | Gyro: -2.8, -2.2, -11.0 || Time: 13146 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 0.70, 0.25, 0.94 | Gyro: 0.1, 3.9, -0.2 || MPU2 Acc: 0.68, 0.00, -0.06 | Gyro: -3.6, -2.1, -11.0 || Time: 13156 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -0.08, -0.11, -0.89 | Gyro: 0.2, 3.6, -0.1 || MPU2 Acc: 0.81, 0.18, -0.13 | Gyro: -3.5, -2.4, -10.8 || Time: 13166 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 0.21, 0.02, -0.38 | Gyro: 0.3, 4.8, -0.2 || MPU2 Acc: 0.83, 0.15, -0.39 | Gyro: -3.1, -2.0, -10.0 || Time: 13178 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.19, -0.10, -0.30 | Gyro: 0.3, 4.0, -0.1 || MPU2 Acc: 0.79, 0.17, -0.22 | Gyro: -3.5, -1.5, -9.0 || Time: 13187 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 0.12, -0.01, -0.52 | Gyro: 0.6, 4.5, -0.3 || MPU2 Acc: 0.74, 0.20, -0.22 | Gyro: -3.4, -0.9, -8.8 || Time: 13197 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.25, 0.09, -0.22 | Gyro: 0.0, 4.5, -0.2 || MPU2 Acc: 0.60, 0.12, -0.19 | Gyro: -3.1, -1.0, -9.1 || Time: 13208 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.03, -0.06, 0.05 | Gyro: 0.4, 4.2, -0.1 || MPU2 Acc: 0.65, 0.16, -0.22 | Gyro: -3.0, -1.3, -9.7 || Time: 13217 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.05, -0.00, -0.21 | Gyro: 0.6, 4.4, -0.2 || MPU2 Acc: 0.48, 0.29, -0.14 | Gyro: -3.5, -2.2, -10.3 || Time: 13227 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.02, 0.02, 0.08 | Gyro: 0.4, 5.7, -0.3 || MPU2 Acc: 0.71, 0.30, -0.07 | Gyro: -4.2, -1.7, -10.4 || Time: 13239 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.05, 0.02, -0.16 | Gyro: 0.3, 6.8, -0.1 || MPU2 Acc: 0.62, 0.32, 0.10 | Gyro: -4.3, -2.3, -10.9 || Time: 13249 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.03, 0.00, -0.22 | Gyro: 0.3, 8.6, -0.1 || MPU2 Acc: 0.83, 0.29, 0.00 | Gyro: -5.6, -3.2, -11.0 || Time: 13259 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.14, -0.02, -0.13 | Gyro: 0.7, 9.1, -0.1 || MPU2 Acc: 0.97, 0.23, -0.10 | Gyro: -6.1, -3.3, -11.1 || Time: 13269 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.07, -0.00, -0.28 | Gyro: 0.8, 9.3, -0.1 || MPU2 Acc: 0.95, 0.20, -0.36 | Gyro: -5.3, -3.1, -10.3 || Time: 13279 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: -0.04, -0.02, -0.30 | Gyro: 0.2, 8.3, 0.2 || MPU2 Acc: 0.98, 0.09, -0.50 | Gyro: -5.5, -2.8, -9.6 || Time: 13289 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.09, 0.09, -0.25 | Gyro: 0.7, 6.7, -0.1 || MPU2 Acc: 1.07, 0.06, -0.71 | Gyro: -4.7, -2.5, -9.4 || Time: 13299 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -0.27, -0.08, -0.10 | Gyro: 0.5, 4.9, 0.2 || MPU2 Acc: 1.19, 0.08, -0.47 | Gyro: -3.7, -1.3, -7.9 || Time: 13311 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 0.41, 0.20, 0.71 | Gyro: -0.0, 5.0, -0.2 || MPU2 Acc: 0.99, 0.08, -0.36 | Gyro: -2.6, -0.8, -7.2 || Time: 13320 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -0.74, -0.23, -0.88 | Gyro: 0.7, 3.4, 0.5 || MPU2 Acc: 1.14, 0.31, -0.20 | Gyro: -3.8, -1.0, -7.1 || Time: 13330 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 1.03, 0.29, 0.14 | Gyro: -0.1, 4.0, -0.4 || MPU2 Acc: 0.67, 0.13, -0.51 | Gyro: -3.7, -2.1, -7.5 || Time: 13341 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: -0.18, -0.04, -0.70 | Gyro: 0.3, 2.7, -0.5 || MPU2 Acc: 1.02, 0.27, -0.53 | Gyro: -2.5, -1.4, -7.2 || Time: 13351 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.25, 0.15, 0.54 | Gyro: 0.7, 2.1, -0.6 || MPU2 Acc: 1.11, -0.04, -0.25 | Gyro: -2.5, -0.8, -7.0 || Time: 13361 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: -0.03, 0.09, -0.12 | Gyro: 0.5, 0.8, -0.6 || MPU2 Acc: 0.99, 0.04, -0.25 | Gyro: -2.0, -0.3, -6.8 || Time: 13371 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: -0.00, 0.00, -0.32 | Gyro: 0.6, -0.5, -0.3 || MPU2 Acc: 1.11, 0.10, -0.37 | Gyro: -1.0, 0.3, -6.8 || Time: 13381 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.07, -0.04, -0.33 | Gyro: 0.8, -0.9, -0.3 || MPU2 Acc: 1.09, 0.16, -0.43 | Gyro: -0.1, 0.8, -6.2 || Time: 13391 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.01, 0.04, -0.34 | Gyro: 0.5, -1.4, -0.5 || MPU2 Acc: 0.93, 0.16, -0.43 | Gyro: -0.4, 1.1, -6.6 || Time: 13401 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.09, 0.06, -0.33 | Gyro: 0.6, -1.4, -0.3 || MPU2 Acc: 0.94, 0.23, -0.31 | Gyro: -0.0, 0.8, -7.1 || Time: 13412 ms
Enc Cnt: 27 | Angle: 6.5° || MPU1 Acc: 0.08, 0.01, -0.32 | Gyro: 0.7, -1.6, -0.6 || MPU2 Acc: 0.93, 0.21, -0.38 | Gyro: 0.8, 0.9, -7.4 || Time: 13421 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.08, 0.02, -0.26 | Gyro: 0.7, -1.1, -0.5 || MPU2 Acc: 1.00, 0.21, -0.41 | Gyro: 0.3, 1.1, -8.3 || Time: 13431 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.04, -0.03, -0.40 | Gyro: 0.8, -1.8, -0.5 || MPU2 Acc: 0.95, 0.20, -0.42 | Gyro: 1.0, 0.6, -9.0 || Time: 13441 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.10, -0.03, -0.30 | Gyro: 0.6, -1.8, -0.6 || MPU2 Acc: 0.84, 0.26, -0.31 | Gyro: 2.1, 0.9, -9.3 || Time: 13451 ms
Enc Cnt: 28 | Angle: 7.0° || MPU1 Acc: 0.06, -0.00, -0.27 | Gyro: 0.8, -1.6, -1.0 || MPU2 Acc: 1.07, 0.29, -0.33 | Gyro: 1.4, 1.1, -9.8 || Time: 13461 ms
Enc Cnt: 28 | Angle: 7.0° || MPU1 Acc: 0.02, 0.05, -0.30 | Gyro: 0.8, -1.2, -0.8 || MPU2 Acc: 0.87, 0.41, -0.20 | Gyro: 1.2, 0.4, -10.6 || Time: 13473 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: 0.06, -0.04, -0.32 | Gyro: 0.7, -0.2, -0.9 || MPU2 Acc: 0.89, 0.34, -0.14 | Gyro: 1.9, -0.7, -11.5 || Time: 13482 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: -0.12, -0.04, -0.66 | Gyro: 0.6, 0.5, -0.8 || MPU2 Acc: 1.14, 0.31, -0.73 | Gyro: 0.1, -0.9, -11.9 || Time: 13492 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: 0.70, 0.55, 1.39 | Gyro: 0.6, 2.0, -1.2 || MPU2 Acc: 1.20, -0.13, 0.27 | Gyro: 0.6, -1.7, -12.9 || Time: 13503 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: -0.20, -0.10, -0.58 | Gyro: 0.9, -0.5, 0.1 || MPU2 Acc: 1.22, 0.28, -0.74 | Gyro: -0.3, -1.4, -13.0 || Time: 13512 ms
Enc Cnt: 31 | Angle: 7.5° || MPU1 Acc: 0.06, -0.10, 0.02 | Gyro: 1.2, -0.8, 0.1 || MPU2 Acc: 1.20, 0.44, -0.94 | Gyro: 0.0, -1.1, -13.3 || Time: 13522 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: 0.14, -0.10, 0.05 | Gyro: 1.2, 0.5, -1.0 || MPU2 Acc: 1.28, 0.36, -0.95 | Gyro: 0.8, -0.3, -13.3 || Time: 13532 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: 0.13, -0.01, -0.17 | Gyro: 1.5, 0.1, -1.5 || MPU2 Acc: 1.09, 0.46, -0.38 | Gyro: 0.8, 0.1, -13.4 || Time: 13543 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: -1.13, -0.49, -1.20 | Gyro: 2.2, -1.9, -0.6 || MPU2 Acc: 1.36, 0.57, -0.64 | Gyro: -0.1, 0.6, -13.8 || Time: 13553 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: 1.20, 0.49, 1.35 | Gyro: 1.7, -0.7, -1.7 || MPU2 Acc: 1.36, -0.20, -0.50 | Gyro: 1.5, 0.9, -14.1 || Time: 13563 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: 0.01, -0.03, -0.33 | Gyro: 2.3, -2.7, -2.1 || MPU2 Acc: 1.43, 0.15, -0.61 | Gyro: 2.5, 1.8, -14.2 || Time: 13573 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: 0.00, 0.04, -0.32 | Gyro: 2.6, -4.0, -2.3 || MPU2 Acc: 1.30, 0.22, -0.58 | Gyro: 4.8, 3.3, -13.8 || Time: 13583 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: 0.01, -0.06, -0.29 | Gyro: 3.1, -5.4, -2.8 || MPU2 Acc: 1.43, 0.30, -0.51 | Gyro: 5.4, 4.1, -14.3 || Time: 13593 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: -0.03, 0.03, -0.46 | Gyro: 3.0, -6.5, -4.1 || MPU2 Acc: 1.02, 0.04, -0.48 | Gyro: 6.8, 4.2, -15.0 || Time: 13605 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: 0.03, 0.04, -0.38 | Gyro: 3.5, -8.5, -5.2 || MPU2 Acc: 1.49, 0.02, -0.72 | Gyro: 9.3, 5.1, -16.3 || Time: 13615 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: 0.07, 0.23, -0.31 | Gyro: 3.5, -10.5, -7.5 || MPU2 Acc: 1.21, -0.39, -0.69 | Gyro: 12.3, 4.7, -17.3 || Time: 13625 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: 0.10, 0.13, -0.10 | Gyro: 4.4, -13.1, -9.6 || MPU2 Acc: 1.27, -0.16, -0.35 | Gyro: 13.6, 5.6, -18.4 || Time: 13635 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: -0.04, 0.37, -0.46 | Gyro: 5.6, -15.2, -16.9 || MPU2 Acc: 1.47, -0.95, -0.99 | Gyro: 15.8, 4.2, -20.4 || Time: 13645 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: 0.19, 0.22, 0.01 | Gyro: 6.9, -17.2, -25.5 || MPU2 Acc: 1.52, -0.98, -0.25 | Gyro: 19.7, 6.1, -20.3 || Time: 13655 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: -0.18, 0.08, 0.07 | Gyro: 8.4, -19.3, -33.1 || MPU2 Acc: 1.81, -0.95, -0.27 | Gyro: 20.3, 8.8, -20.8 || Time: 13665 ms
Enc Cnt: 34 | Angle: 8.8° || MPU1 Acc: -0.55, 0.34, -0.22 | Gyro: 11.0, -19.9, -47.2 || MPU2 Acc: 2.13, -2.37, -0.16 | Gyro: 21.0, 9.5, -22.6 || Time: 13676 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: -0.41, -0.16, 0.13 | Gyro: 11.8, -19.5, -54.3 || MPU2 Acc: 1.21, -0.53, 0.68 | Gyro: 21.8, 11.2, -23.9 || Time: 13686 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: -1.17, -0.30, -0.01 | Gyro: 11.2, -16.6, -57.1 || MPU2 Acc: 1.59, -1.37, 0.51 | Gyro: 21.5, 9.6, -26.7 || Time: 13696 ms
Enc Cnt: 30 | Angle: 7.7° || MPU1 Acc: -0.12, -0.03, 0.22 | Gyro: 13.4, -14.8, -66.2 || MPU2 Acc: 1.45, -0.93, 0.32 | Gyro: 20.4, 9.3, -29.3 || Time: 13708 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: -1.24, -0.46, -0.13 | Gyro: 14.2, -12.0, -74.0 || MPU2 Acc: 1.18, -1.64, 0.29 | Gyro: 19.1, 8.3, -32.1 || Time: 13718 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: -1.29, -0.56, -0.09 | Gyro: 14.2, -9.9, -82.7 || MPU2 Acc: 1.50, -1.54, 0.60 | Gyro: 18.9, 9.5, -34.5 || Time: 13728 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: -0.54, -0.27, 0.48 | Gyro: 15.6, -5.0, -94.0 || MPU2 Acc: 1.57, -2.20, 0.77 | Gyro: 19.9, 13.1, -36.8 || Time: 13739 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: -1.18, -0.50, 0.03 | Gyro: 16.0, -3.0, -99.9 || MPU2 Acc: 1.74, -2.97, 0.44 | Gyro: 19.2, 14.6, -40.0 || Time: 13748 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -1.69, -0.95, -0.53 | Gyro: 18.9, -4.3, -111.2 || MPU2 Acc: 0.81, -3.14, 0.01 | Gyro: 19.4, 10.8, -47.3 || Time: 13758 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.44, -0.95, -0.22 | Gyro: 22.2, -6.5, -125.2 || MPU2 Acc: 0.54, -2.94, -0.17 | Gyro: 20.2, 8.3, -56.4 || Time: 13770 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -4.75, -3.47, -1.09 | Gyro: 26.1, -6.2, -131.6 || MPU2 Acc: 0.97, -1.75, -0.42 | Gyro: 20.3, 3.8, -66.1 || Time: 13780 ms
Enc Cnt: 11 | Angle: 3.0° || MPU1 Acc: -0.95, -2.59, -1.13 | Gyro: 33.3, -1.9, -141.2 || MPU2 Acc: 1.12, -1.87, -0.90 | Gyro: 15.3, 7.3, -78.5 || Time: 13790 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -1.12, -2.34, -1.07 | Gyro: 38.6, 0.2, -147.9 || MPU2 Acc: 1.67, -2.38, -0.59 | Gyro: 13.2, 14.9, -88.6 || Time: 13801 ms
Enc Cnt: 6 | Angle: 1.8° || MPU1 Acc: -5.17, -4.57, -1.74 | Gyro: 44.4, 1.4, -149.5 || MPU2 Acc: 2.23, -2.42, -0.26 | Gyro: 14.1, 16.0, -96.6 || Time: 13810 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -3.60, -2.56, -0.82 | Gyro: 44.7, -0.6, -153.4 || MPU2 Acc: 1.30, -4.51, -0.98 | Gyro: 17.3, 18.6, -105.1 || Time: 13820 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -1.79, -2.46, -0.95 | Gyro: 49.1, -5.5, -163.0 || MPU2 Acc: 1.62, -2.96, -0.68 | Gyro: 20.0, 23.8, -110.2 || Time: 13830 ms
Enc Cnt: -1 | Angle: 0.0° || MPU1 Acc: -4.22, -4.13, -0.96 | Gyro: 50.1, -1.4, -157.9 || MPU2 Acc: 2.02, -3.97, -0.24 | Gyro: 25.1, 19.1, -125.4 || Time: 13843 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -1.04, -3.16, -0.93 | Gyro: 55.7, 0.5, -167.5 || MPU2 Acc: 2.64, -2.20, -0.59 | Gyro: 23.8, 24.1, -128.8 || Time: 13852 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -2.53, -3.46, -0.73 | Gyro: 60.1, 3.2, -174.5 || MPU2 Acc: 1.02, -2.55, -0.17 | Gyro: 25.2, 25.7, -136.0 || Time: 13862 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -3.28, -3.21, -0.49 | Gyro: 62.6, 2.1, -180.7 || MPU2 Acc: 0.88, -3.59, 0.05 | Gyro: 29.6, 25.0, -146.6 || Time: 13873 ms
Enc Cnt: -8 | Angle: -1.8° || MPU1 Acc: -3.26, -3.25, -0.37 | Gyro: 65.2, -0.3, -186.8 || MPU2 Acc: 1.13, -3.60, -0.36 | Gyro: 32.8, 25.4, -153.1 || Time: 13882 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -4.16, -3.13, -0.96 | Gyro: 68.1, -3.4, -190.8 || MPU2 Acc: 0.70, -2.85, -0.22 | Gyro: 36.7, 26.9, -158.5 || Time: 13892 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -2.28, -2.10, -0.15 | Gyro: 65.6, -13.6, -194.4 || MPU2 Acc: 0.50, -1.58, 0.05 | Gyro: 42.5, 21.8, -159.2 || Time: 13903 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -1.83, -1.73, 0.28 | Gyro: 67.2, -16.4, -189.5 || MPU2 Acc: 1.48, -0.44, -0.14 | Gyro: 42.9, 24.2, -157.3 || Time: 13913 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -2.14, -1.13, 1.25 | Gyro: 77.8, -17.8, -176.6 || MPU2 Acc: 1.80, 0.78, -0.39 | Gyro: 39.8, 35.2, -149.1 || Time: 13923 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -1.88, 0.89, 2.51 | Gyro: 102.2, -23.4, -150.8 || MPU2 Acc: 1.72, 1.68, -1.07 | Gyro: 36.3, 64.7, -129.6 || Time: 13935 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -6.73, 1.01, 0.53 | Gyro: 112.5, -25.6, -115.9 || MPU2 Acc: 0.51, 2.20, -0.53 | Gyro: 35.8, 85.7, -113.5 || Time: 13944 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -6.55, 3.29, 1.67 | Gyro: 117.5, -30.7, -51.3 || MPU2 Acc: -0.38, 1.76, 0.11 | Gyro: 33.2, 103.8, -91.9 || Time: 13954 ms
Enc Cnt: -15 | Angle: -4.0° || MPU1 Acc: -6.08, 3.63, -0.40 | Gyro: 116.8, -35.6, 5.0 || MPU2 Acc: -1.38, 3.47, -0.23 | Gyro: 31.6, 106.8, -58.3 || Time: 13966 ms
Enc Cnt: -13 | Angle: -3.5° || MPU1 Acc: -1.10, 5.26, -0.56 | Gyro: 106.9, -37.2, 44.7 || MPU2 Acc: -2.27, 2.22, 0.03 | Gyro: 29.0, 107.4, -33.9 || Time: 13976 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.65, 4.13, -0.69 | Gyro: 94.9, -38.7, 61.7 || MPU2 Acc: -2.20, 3.01, 0.26 | Gyro: 25.3, 102.4, -9.0 || Time: 13986 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 3.00, 4.28, -0.96 | Gyro: 79.7, -36.0, 72.3 || MPU2 Acc: -3.36, 2.31, 0.60 | Gyro: 22.4, 96.2, 8.0 || Time: 13997 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 3.66, 4.17, -1.16 | Gyro: 63.3, -35.3, 69.5 || MPU2 Acc: -3.72, 3.56, 0.47 | Gyro: 17.6, 80.0, 20.3 || Time: 14006 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 3.40, 3.97, -1.11 | Gyro: 45.6, -29.7, 74.7 || MPU2 Acc: -4.16, 3.84, 0.68 | Gyro: 15.4, 63.4, 30.3 || Time: 14016 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 3.79, 4.10, -1.27 | Gyro: 25.6, -24.4, 75.6 || MPU2 Acc: -3.92, 4.31, 0.23 | Gyro: 9.3, 42.3, 42.9 || Time: 14028 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 3.00, 3.82, -1.02 | Gyro: 10.6, -18.1, 83.8 || MPU2 Acc: -3.54, 4.19, 0.48 | Gyro: 4.2, 27.9, 53.0 || Time: 14037 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 3.11, 3.90, -0.94 | Gyro: -3.3, -13.9, 91.1 || MPU2 Acc: -2.99, 4.00, 0.11 | Gyro: -0.9, 15.1, 65.7 || Time: 14047 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 2.14, 3.34, -0.46 | Gyro: -14.1, -8.4, 104.6 || MPU2 Acc: -2.54, 4.10, 0.32 | Gyro: -6.3, 5.9, 79.9 || Time: 14058 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 2.34, 3.19, -0.21 | Gyro: -21.5, -4.2, 116.1 || MPU2 Acc: -2.12, 3.72, 0.12 | Gyro: -12.3, 0.6, 91.1 || Time: 14067 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 2.00, 2.50, 0.25 | Gyro: -26.7, -0.4, 127.1 || MPU2 Acc: -1.98, 3.67, 0.52 | Gyro: -17.0, -3.1, 102.4 || Time: 14077 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 2.34, 2.17, 0.63 | Gyro: -28.8, 3.4, 135.2 || MPU2 Acc: -1.90, 3.31, 0.37 | Gyro: -21.7, -4.5, 111.0 || Time: 14087 ms
Enc Cnt: 3 | Angle: 0.5° || MPU1 Acc: 2.40, 1.69, 0.94 | Gyro: -29.5, 6.8, 140.5 || MPU2 Acc: -1.53, 3.27, 0.45 | Gyro: -27.5, -5.4, 118.1 || Time: 14098 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 2.20, 1.53, 1.03 | Gyro: -28.4, 10.1, 144.3 || MPU2 Acc: -1.36, 2.99, 0.62 | Gyro: -31.8, -4.2, 123.0 || Time: 14107 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 1.80, 1.54, 0.90 | Gyro: -27.6, 13.6, 146.5 || MPU2 Acc: -1.13, 2.56, 0.86 | Gyro: -36.0, -3.4, 129.6 || Time: 14117 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.36, 1.09, 0.63 | Gyro: -26.7, 29.8, 172.5 || MPU2 Acc: -0.59, 1.18, 0.43 | Gyro: -55.0, 4.7, 162.1 || Time: 14159 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.70, 0.66, 0.47 | Gyro: -25.2, 33.2, 177.4 || MPU2 Acc: -0.46, 0.66, 0.49 | Gyro: -59.5, 7.8, 168.1 || Time: 14169 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.95, 0.33, 0.24 | Gyro: -23.0, 36.9, 179.2 || MPU2 Acc: -0.21, 0.10, 0.51 | Gyro: -63.9, 9.5, 170.8 || Time: 14179 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -1.48, -0.11, 0.01 | Gyro: -20.7, 40.9, 179.8 || MPU2 Acc: 0.02, -0.34, 0.55 | Gyro: -68.4, 11.5, 172.3 || Time: 14190 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -1.83, -0.27, -0.55 | Gyro: -20.6, 45.6, 180.6 || MPU2 Acc: -0.05, -0.67, 0.68 | Gyro: -73.0, 11.4, 174.2 || Time: 14199 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -2.30, 0.02, -1.11 | Gyro: -26.8, 50.7, 180.6 || MPU2 Acc: -0.43, -1.14, 1.01 | Gyro: -77.5, 4.6, 175.1 || Time: 14209 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -2.20, -0.30, -1.90 | Gyro: -41.3, 56.9, 177.2 || MPU2 Acc: -0.44, -1.61, 1.22 | Gyro: -81.6, -11.3, 177.6 || Time: 14221 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -2.04, -0.88, -2.31 | Gyro: -57.1, 62.2, 170.6 || MPU2 Acc: -0.23, -1.99, 1.43 | Gyro: -83.5, -28.0, 178.4 || Time: 14230 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -1.79, -1.74, -2.47 | Gyro: -74.7, 68.1, 157.4 || MPU2 Acc: 0.46, -2.42, 1.37 | Gyro: -85.6, -47.8, 177.2 || Time: 14240 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -2.16, -3.09, -1.91 | Gyro: -94.5, 74.2, 136.7 || MPU2 Acc: 1.49, -2.83, 1.59 | Gyro: -85.6, -70.1, 172.0 || Time: 14252 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -2.56, -4.11, -0.97 | Gyro: -103.1, 75.9, 120.8 || MPU2 Acc: 2.78, -3.36, 1.50 | Gyro: -84.8, -81.0, 165.1 || Time: 14262 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -3.43, -5.21, 0.04 | Gyro: -107.5, 75.0, 106.3 || MPU2 Acc: 3.94, -3.61, 1.73 | Gyro: -81.7, -85.5, 158.7 || Time: 14272 ms
Enc Cnt: 0 | Angle: 0.3° || MPU1 Acc: -4.73, -6.10, 1.15 | Gyro: -102.8, 70.7, 95.0 || MPU2 Acc: 4.55, -4.10, 1.79 | Gyro: -76.2, -83.9, 151.0 || Time: 14283 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -5.27, -6.31, 1.70 | Gyro: -95.9, 63.6, 90.5 || MPU2 Acc: 4.92, -4.26, 1.73 | Gyro: -71.3, -76.2, 143.1 || Time: 14292 ms
