=== New Logging Session ===
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.05, -0.14 | Gyro: -0.2, 0.0, 0.1 || MPU2 Acc: 0.08, 0.05, -0.04 | Gyro: -0.3, -0.1, 0.3 || Time: 12006 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.01, -0.03, 0.01 | Gyro: 0.3, 0.2, -0.2 || MPU2 Acc: 0.07, 0.01, -0.03 | Gyro: -0.3, 0.1, -0.0 || Time: 13167 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.04, 0.08, -0.02 | Gyro: 0.1, 0.0, -0.3 || MPU2 Acc: 0.07, 0.01, -0.02 | Gyro: -0.2, 0.2, 0.0 || Time: 13179 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.01, -0.05, -0.00 | Gyro: 0.2, 0.0, -0.5 || MPU2 Acc: 0.02, 0.03, -0.05 | Gyro: 0.5, 0.0, 0.3 || Time: 13189 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.03, 0.03, -0.01 | Gyro: 0.0, -0.2, -0.1 || MPU2 Acc: 0.01, 0.04, -0.04 | Gyro: -0.3, 0.2, 0.1 || Time: 13199 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.02, -0.04, -0.01 | Gyro: -0.1, -0.1, -0.3 || MPU2 Acc: 0.05, 0.06, 0.04 | Gyro: -0.4, -0.1, 0.1 || Time: 13210 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.00, -0.04, -0.08 | Gyro: 0.3, 0.1, -0.2 || MPU2 Acc: 0.05, 0.02, -0.04 | Gyro: 0.3, -0.1, 0.2 || Time: 13220 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.02, -0.06, -0.01 | Gyro: 0.1, 0.0, -0.3 || MPU2 Acc: 0.04, 0.06, -0.02 | Gyro: 0.1, 0.1, 0.4 || Time: 13230 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.04, -0.02, -0.00 | Gyro: 0.3, 0.2, -0.4 || MPU2 Acc: 0.09, 0.04, -0.05 | Gyro: -0.2, -0.0, -0.0 || Time: 13240 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.01, 0.01, 0.05 | Gyro: 0.2, 0.2, -0.4 || MPU2 Acc: 0.08, -0.01, 0.05 | Gyro: 0.3, 0.0, 0.0 || Time: 13250 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.01, -0.00, 0.01 | Gyro: 0.1, 0.2, -0.3 || MPU2 Acc: 0.12, 0.03, -0.05 | Gyro: 0.3, -0.0, 0.3 || Time: 13260 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.03, 0.01, -0.03 | Gyro: -0.4, -0.3, 0.0 || MPU2 Acc: 0.07, 0.07, -0.07 | Gyro: -0.3, -0.0, -0.1 || Time: 13270 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.02, -0.00, -0.03 | Gyro: -0.2, 0.0, -0.1 || MPU2 Acc: 0.10, 0.06, 0.06 | Gyro: 0.2, 0.1, 0.2 || Time: 13281 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.03, -0.02, -0.03 | Gyro: -0.2, 0.0, 0.0 || MPU2 Acc: 0.07, -0.03, -0.06 | Gyro: 0.0, 0.2, 0.3 || Time: 13290 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.01, -0.01, -0.00 | Gyro: -0.0, -0.0, -0.0 || MPU2 Acc: 0.01, 0.05, -0.00 | Gyro: -0.4, -0.3, -0.0 || Time: 13300 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.01, -0.05, -0.05 | Gyro: -0.1, -0.1, -0.1 || MPU2 Acc: 0.08, 0.02, -0.09 | Gyro: 0.5, -0.2, 0.3 || Time: 13310 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.04, -0.02, -0.03 | Gyro: 0.3, 0.2, -0.2 || MPU2 Acc: 0.04, 0.01, 0.05 | Gyro: -0.1, 0.1, 0.5 || Time: 13320 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.08, 0.01, -0.02 | Gyro: -0.2, -0.0, -0.2 || MPU2 Acc: 0.02, 0.01, -0.01 | Gyro: -0.5, -0.1, 0.1 || Time: 13330 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.01, -0.03, -0.00 | Gyro: 0.0, 0.3, -0.1 || MPU2 Acc: 0.02, 0.04, 0.04 | Gyro: -0.5, -0.1, 0.2 || Time: 13342 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.02, -0.03, -0.04 | Gyro: -0.1, 0.2, -0.2 || MPU2 Acc: 0.09, 0.02, 0.11 | Gyro: 0.0, -0.0, 0.7 || Time: 13351 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.09, 0.02, 0.00 | Gyro: 0.1, 0.1, -0.1 || MPU2 Acc: 0.05, 0.04, -0.01 | Gyro: 0.3, -0.2, 0.4 || Time: 13361 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.01, 0.01, -0.03 | Gyro: -0.2, 0.1, -0.2 || MPU2 Acc: 0.10, 0.01, 0.06 | Gyro: -0.3, 0.0, 0.5 || Time: 13372 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.04, -0.02, -0.07 | Gyro: 0.0, 0.5, -0.2 || MPU2 Acc: 0.06, 0.04, -0.09 | Gyro: -0.3, -0.1, 0.3 || Time: 13381 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.03, -0.00, -0.07 | Gyro: 0.4, 0.6, -0.4 || MPU2 Acc: 0.05, -0.08, -0.02 | Gyro: 0.3, -0.1, 0.5 || Time: 13391 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.06, 0.02, -0.01 | Gyro: 0.2, 0.2, -0.1 || MPU2 Acc: 0.07, -0.00, -0.06 | Gyro: -0.3, -0.0, 0.5 || Time: 13401 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.02, -0.07, -0.02 | Gyro: 0.1, 0.1, -0.1 || MPU2 Acc: -0.02, 0.04, -0.03 | Gyro: -0.4, -0.3, 0.2 || Time: 13412 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.05, -0.00, 0.03 | Gyro: -0.0, 0.4, -0.2 || MPU2 Acc: 0.08, -0.04, 0.02 | Gyro: -0.3, -0.2, -0.2 || Time: 13422 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.00, -0.03, 0.01 | Gyro: 0.1, 0.3, -0.2 || MPU2 Acc: 0.09, 0.03, -0.01 | Gyro: 0.3, -0.1, 0.4 || Time: 13432 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.00, 0.01, 0.00 | Gyro: -0.0, 0.0, -0.1 || MPU2 Acc: -0.02, 0.02, -0.01 | Gyro: -0.6, -0.1, 0.1 || Time: 13442 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.03, 0.05, -0.07 | Gyro: -0.0, 0.4, -0.3 || MPU2 Acc: 0.10, 0.05, -0.02 | Gyro: -0.1, -0.1, -0.0 || Time: 13452 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.05, 0.04, 0.08 | Gyro: 0.4, 0.4, -0.2 || MPU2 Acc: 0.09, 0.06, 0.04 | Gyro: 0.6, -0.1, 0.4 || Time: 13462 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.01, -0.02, -0.05 | Gyro: 0.1, 0.2, -0.4 || MPU2 Acc: 0.03, 0.07, 0.04 | Gyro: 0.4, 0.0, 0.0 || Time: 13474 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.04, -0.01, 0.05 | Gyro: 0.0, 0.2, -0.0 || MPU2 Acc: 0.02, 0.04, -0.03 | Gyro: -0.3, -0.4, -0.3 || Time: 13483 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.02, 0.06, 0.03 | Gyro: 0.2, 0.2, -0.4 || MPU2 Acc: 0.01, 0.02, -0.08 | Gyro: 0.2, -0.0, -0.3 || Time: 13493 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.04, -0.02, 0.05 | Gyro: 0.4, 0.1, -0.5 || MPU2 Acc: 0.00, -0.05, -0.08 | Gyro: 0.1, -0.1, -0.1 || Time: 13503 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.01, 0.03, 0.01 | Gyro: 0.1, -0.1, -0.3 || MPU2 Acc: 0.10, 0.04, -0.06 | Gyro: -0.3, -0.3, -0.4 || Time: 13513 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.05, 0.01, -0.02 | Gyro: 0.2, -0.2, -0.2 || MPU2 Acc: 0.04, -0.03, -0.06 | Gyro: 0.4, -0.4, -0.3 || Time: 13523 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.04, 0.02, 0.01 | Gyro: 0.1, 0.1, -0.5 || MPU2 Acc: -0.04, 0.03, -0.02 | Gyro: 0.7, -0.3, -0.3 || Time: 13533 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, 0.01, 0.06 | Gyro: 0.1, -0.4, -0.2 || MPU2 Acc: 0.10, -0.02, -0.04 | Gyro: 1.0, -0.3, -0.4 || Time: 13544 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.08, -0.04, 0.04 | Gyro: 0.0, -0.3, -0.3 || MPU2 Acc: 0.08, 0.06, 0.12 | Gyro: 0.2, -0.6, -0.9 || Time: 13554 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, -0.03, -0.01 | Gyro: -0.1, -0.6, -0.2 || MPU2 Acc: 0.05, -0.03, -0.05 | Gyro: 1.2, -0.2, -0.9 || Time: 13564 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, 0.07, -0.07 | Gyro: 0.2, -0.4, -0.3 || MPU2 Acc: 0.07, 0.03, -0.00 | Gyro: 1.1, -0.2, -1.1 || Time: 13575 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.04, -0.02, 0.01 | Gyro: -0.1, -0.5, -0.1 || MPU2 Acc: 0.06, 0.04, 0.06 | Gyro: 0.5, -0.4, -1.2 || Time: 13584 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.05, -0.06, 0.02 | Gyro: 0.1, -0.3, -0.2 || MPU2 Acc: 0.08, 0.01, -0.01 | Gyro: 1.3, -0.2, -0.8 || Time: 13594 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.01, 0.07 | Gyro: 0.3, -0.2, -0.3 || MPU2 Acc: 0.06, -0.02, 0.01 | Gyro: 1.0, -0.2, -0.9 || Time: 13606 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, -0.02, 0.00 | Gyro: -0.0, -0.3, -0.0 || MPU2 Acc: 0.10, 0.09, -0.04 | Gyro: 0.1, -0.3, -1.1 || Time: 13616 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, 0.01, 0.00 | Gyro: -0.1, -0.3, -0.4 || MPU2 Acc: 0.09, 0.06, -0.03 | Gyro: 0.6, -0.3, -0.8 || Time: 13626 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.03, -0.05, 0.03 | Gyro: 0.0, -0.1, -0.3 || MPU2 Acc: 0.16, 0.03, -0.02 | Gyro: 0.1, 0.2, -0.6 || Time: 13636 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.08, -0.04, 0.03 | Gyro: -0.1, -0.2, -0.3 || MPU2 Acc: 0.11, 0.01, 0.04 | Gyro: -0.0, -0.3, -0.7 || Time: 13646 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, -0.02, -0.06 | Gyro: 0.2, -0.2, -0.4 || MPU2 Acc: 0.14, 0.05, 0.01 | Gyro: 0.7, -0.0, -0.5 || Time: 13656 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.03, -0.04, 0.00 | Gyro: -0.0, -0.2, -0.4 || MPU2 Acc: 0.10, 0.02, 0.11 | Gyro: 0.3, -0.1, -0.3 || Time: 13666 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, 0.04, -0.07 | Gyro: -0.2, -0.3, -0.1 || MPU2 Acc: 0.13, 0.03, 0.05 | Gyro: 0.4, -0.4, -0.1 || Time: 13677 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, -0.02, -0.07 | Gyro: 0.1, -0.3, -0.1 || MPU2 Acc: 0.12, 0.05, -0.01 | Gyro: -0.4, -0.1, -0.4 || Time: 13687 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.00, -0.03, -0.06 | Gyro: -0.0, -0.2, -0.2 || MPU2 Acc: 0.15, 0.03, -0.01 | Gyro: 0.5, 0.2, -0.0 || Time: 13697 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.03, 0.04, 0.05 | Gyro: 0.0, 0.2, -0.2 || MPU2 Acc: 0.16, -0.01, -0.06 | Gyro: 0.4, -0.0, 0.2 || Time: 13708 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, -0.00, -0.03 | Gyro: 0.1, -0.2, -0.2 || MPU2 Acc: 0.08, 0.02, -0.04 | Gyro: -0.5, -0.0, -0.1 || Time: 13717 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, -0.02, -0.04 | Gyro: 0.2, -0.0, -0.1 || MPU2 Acc: 0.05, 0.09, 0.07 | Gyro: 0.4, 0.1, 0.1 || Time: 13727 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.04, -0.04, 0.04 | Gyro: 0.2, -0.0, -0.1 || MPU2 Acc: 0.12, 0.02, -0.01 | Gyro: -0.6, 0.3, -0.2 || Time: 13739 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, 0.01, -0.04 | Gyro: 0.1, 0.1, -0.2 || MPU2 Acc: 0.11, 0.03, 0.02 | Gyro: 0.1, 0.2, -0.0 || Time: 13749 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, 0.01, 0.00 | Gyro: 0.0, 0.2, -0.2 || MPU2 Acc: 0.06, 0.01, 0.03 | Gyro: 0.0, 0.1, 0.1 || Time: 13759 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.03, 0.04, 0.02 | Gyro: -0.0, 0.1, -0.2 || MPU2 Acc: 0.08, 0.03, -0.00 | Gyro: -0.6, 0.1, -0.2 || Time: 13769 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, -0.01, -0.03 | Gyro: 0.2, 0.1, -0.2 || MPU2 Acc: 0.12, 0.05, 0.09 | Gyro: -0.3, 0.0, -0.3 || Time: 13779 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.05, 0.02, -0.01 | Gyro: -0.1, 0.2, -0.0 || MPU2 Acc: 0.16, -0.01, -0.06 | Gyro: 0.1, 0.1, 0.3 || Time: 13789 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.06, -0.01, 0.03 | Gyro: 0.1, 0.4, -0.4 || MPU2 Acc: 0.15, 0.07, -0.03 | Gyro: -0.6, -0.0, 0.0 || Time: 13799 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.01, -0.04, -0.02 | Gyro: 0.1, 0.3, -0.1 || MPU2 Acc: 0.05, 0.03, 0.07 | Gyro: -0.6, 0.1, 0.0 || Time: 13811 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.06, -0.07, 0.01 | Gyro: -0.1, 0.4, -0.1 || MPU2 Acc: 0.14, 0.01, 0.01 | Gyro: 0.2, 0.0, 0.2 || Time: 13821 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, 0.05, 0.05 | Gyro: -0.0, 0.4, -0.1 || MPU2 Acc: 0.11, 0.04, 0.04 | Gyro: -0.4, 0.3, 0.4 || Time: 13831 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.00, 0.02, -0.07 | Gyro: -0.2, 0.4, -0.2 || MPU2 Acc: 0.06, 0.06, -0.03 | Gyro: -0.6, 0.1, 0.4 || Time: 13842 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, -0.04, 0.04 | Gyro: 0.1, 0.7, -0.4 || MPU2 Acc: 0.08, 0.11, 0.02 | Gyro: -0.8, 0.1, 0.2 || Time: 13852 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, -0.03, 0.06 | Gyro: 0.0, 0.4, 0.1 || MPU2 Acc: 0.05, 0.05, -0.04 | Gyro: -0.0, 0.1, 0.7 || Time: 13862 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, -0.00, 0.07 | Gyro: 0.1, 0.5, -0.1 || MPU2 Acc: 0.17, -0.03, 0.06 | Gyro: -0.8, -0.0, 0.5 || Time: 13873 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, -0.03, -0.02 | Gyro: 0.2, 0.5, -0.1 || MPU2 Acc: 0.10, 0.05, 0.00 | Gyro: -0.6, 0.0, 0.2 || Time: 13882 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, -0.04, -0.02 | Gyro: 0.0, 0.6, -0.0 || MPU2 Acc: 0.16, 0.01, -0.05 | Gyro: -0.3, 0.3, 0.5 || Time: 13892 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, -0.02, 0.12 | Gyro: 0.1, 0.5, 0.0 || MPU2 Acc: 0.16, 0.05, 0.05 | Gyro: -1.3, 0.2, 0.4 || Time: 13902 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, -0.01, 0.06 | Gyro: 0.1, 0.7, -0.0 || MPU2 Acc: 0.13, 0.03, -0.02 | Gyro: -1.1, 0.2, 0.6 || Time: 13913 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.00, -0.01 | Gyro: 0.3, 0.9, -0.2 || MPU2 Acc: 0.02, 0.04, -0.07 | Gyro: -0.3, 0.2, 0.5 || Time: 13923 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, -0.03, 0.04 | Gyro: -0.3, 0.2, -0.2 || MPU2 Acc: 0.05, 0.06, -0.00 | Gyro: -1.2, 0.5, 0.5 || Time: 13933 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, 0.01, -0.04 | Gyro: -0.0, 0.3, -0.1 || MPU2 Acc: 0.07, 0.03, -0.02 | Gyro: -0.9, 0.3, 0.3 || Time: 13944 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.05, 0.11, -0.02 | Gyro: -0.2, 0.4, -0.1 || MPU2 Acc: 0.09, 0.03, 0.02 | Gyro: -0.1, 0.4, 0.7 || Time: 13953 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.00, -0.07, 0.06 | Gyro: 0.1, 0.6, -0.2 || MPU2 Acc: 0.06, 0.02, -0.02 | Gyro: -0.3, 0.2, 0.5 || Time: 13963 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, 0.07, 0.01 | Gyro: -0.1, 0.4, -0.1 || MPU2 Acc: 0.13, 0.02, 0.07 | Gyro: -0.3, 0.4, 0.8 || Time: 13973 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.06, -0.02, 0.04 | Gyro: 0.1, 0.7, -0.3 || MPU2 Acc: 0.20, 0.01, -0.05 | Gyro: -1.0, -0.1, 0.9 || Time: 13983 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, 0.02, 0.02 | Gyro: 0.2, 0.6, -0.2 || MPU2 Acc: 0.12, 0.03, 0.01 | Gyro: -0.5, 0.1, 0.7 || Time: 13993 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.00, 0.01, 0.05 | Gyro: 0.1, 0.4, -0.1 || MPU2 Acc: 0.10, 0.05, 0.00 | Gyro: -0.5, 0.2, 0.9 || Time: 14003 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, 0.00, 0.00 | Gyro: 0.4, 0.5, -0.4 || MPU2 Acc: 0.16, 0.05, 0.03 | Gyro: -0.7, 0.3, 1.1 || Time: 14014 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.04, 0.02, -0.05 | Gyro: 0.0, 0.3, -0.0 || MPU2 Acc: 0.10, 0.01, 0.02 | Gyro: -0.8, 0.3, 0.9 || Time: 14024 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.00, -0.00, 0.01 | Gyro: 0.2, 0.4, -0.2 || MPU2 Acc: 0.08, 0.02, -0.13 | Gyro: 0.2, 0.4, 0.8 || Time: 14034 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.04, 0.03, -0.04 | Gyro: -0.0, 0.2, -0.2 || MPU2 Acc: 0.15, 0.09, 0.07 | Gyro: -0.3, 0.4, 1.1 || Time: 14045 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.07, -0.01 | Gyro: 0.1, 0.4, -0.1 || MPU2 Acc: 0.13, -0.00, -0.03 | Gyro: -0.4, 0.1, 0.7 || Time: 14054 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, -0.04, -0.02 | Gyro: 0.1, 0.3, -0.1 || MPU2 Acc: 0.07, 0.04, -0.06 | Gyro: 0.2, 0.1, 1.0 || Time: 14064 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, 0.01, -0.01 | Gyro: -0.0, 0.1, 0.0 || MPU2 Acc: 0.06, 0.04, -0.11 | Gyro: 0.1, 0.6, 1.1 || Time: 14076 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, -0.01, -0.05 | Gyro: 0.1, 0.2, -0.1 || MPU2 Acc: 0.11, 0.05, -0.09 | Gyro: -0.5, 0.2, 0.8 || Time: 14085 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, -0.00, -0.05 | Gyro: -0.0, 0.1, -0.2 || MPU2 Acc: 0.07, 0.01, -0.07 | Gyro: 0.1, 0.2, 0.9 || Time: 14095 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.05, -0.03, -0.01 | Gyro: -0.0, 0.1, -0.1 || MPU2 Acc: 0.13, 0.06, -0.11 | Gyro: -0.1, 0.2, 1.0 || Time: 14105 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.01, 0.00, -0.01 | Gyro: 0.0, 0.1, -0.1 || MPU2 Acc: 0.08, 0.06, 0.07 | Gyro: -0.2, 0.2, 0.7 || Time: 14115 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.05, -0.03, -0.06 | Gyro: 0.3, 0.2, -0.2 || MPU2 Acc: 0.06, 0.09, -0.01 | Gyro: 0.4, 0.2, 0.9 || Time: 14125 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.03, 0.05, -0.11 | Gyro: -0.1, 0.1, -0.1 || MPU2 Acc: 0.08, 0.08, 0.01 | Gyro: -0.2, 0.1, 0.7 || Time: 14135 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.04, -0.04, -0.07 | Gyro: 0.1, -0.0, -0.1 || MPU2 Acc: 0.10, 0.01, -0.07 | Gyro: 0.3, 0.0, 1.0 || Time: 14148 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.05, -0.01, 0.01 | Gyro: -0.2, -0.3, 0.1 || MPU2 Acc: 0.16, 0.00, -0.03 | Gyro: -0.3, 0.1, 0.8 || Time: 14157 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, 0.07, 0.00 | Gyro: -0.0, -0.0, -0.3 || MPU2 Acc: 0.09, 0.02, 0.03 | Gyro: -0.1, 0.1, 0.6 || Time: 14167 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.04, 0.02, 0.03 | Gyro: -0.1, -0.1, 0.0 || MPU2 Acc: 0.07, 0.03, -0.08 | Gyro: 0.2, 0.1, 0.4 || Time: 14202 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, 0.02, -0.09 | Gyro: -0.1, -0.2, -0.2 || MPU2 Acc: 0.06, 0.02, -0.09 | Gyro: 0.1, -0.1, 0.6 || Time: 14211 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.01, -0.04 | Gyro: 0.1, 0.1, -0.4 || MPU2 Acc: 0.04, 0.02, -0.01 | Gyro: -0.1, -0.0, 0.5 || Time: 14221 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, -0.02, 0.08 | Gyro: -0.2, -0.3, -0.0 || MPU2 Acc: 0.05, 0.02, 0.01 | Gyro: 0.5, 0.1, 0.7 || Time: 14232 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.02, -0.05, -0.03 | Gyro: 0.0, 0.1, -0.1 || MPU2 Acc: 0.06, 0.01, -0.01 | Gyro: 0.2, -0.1, 0.8 || Time: 14242 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.04, 0.00, 0.02 | Gyro: 0.2, 0.1, -0.2 || MPU2 Acc: 0.04, 0.02, -0.01 | Gyro: -0.3, 0.1, 0.2 || Time: 14252 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, -0.01, -0.03 | Gyro: 0.0, 0.2, -0.3 || MPU2 Acc: 0.06, 0.02, 0.02 | Gyro: 0.5, -0.0, 0.3 || Time: 14262 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.01, -0.03, -0.06 | Gyro: -0.1, -0.2, -0.1 || MPU2 Acc: 0.01, 0.05, -0.06 | Gyro: 0.5, -0.1, 0.5 || Time: 14273 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.01, -0.04 | Gyro: 0.2, 0.1, -0.3 || MPU2 Acc: 0.17, 0.01, -0.05 | Gyro: -0.3, -0.1, 0.3 || Time: 14283 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, 0.04, -0.02 | Gyro: 0.3, -0.0, -0.2 || MPU2 Acc: 0.06, 0.06, -0.04 | Gyro: 0.3, -0.0, -0.0 || Time: 14293 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.05, -0.00, -0.04 | Gyro: 0.1, -0.2, -0.2 || MPU2 Acc: 0.12, -0.03, -0.03 | Gyro: 0.8, -0.0, 0.5 || Time: 14304 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.00, -0.00, 0.02 | Gyro: 0.1, -0.1, -0.3 || MPU2 Acc: 0.06, 0.02, -0.04 | Gyro: -0.2, 0.2, 0.2 || Time: 14313 ms
